episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
105,23500,"(6, 9, 0, 126)",0,-0.05,"(5, 9, 0, 125)",0,-0.017687,-0.027118,-0.062874,0.15,0.99,0.812038
107,24000,"(3, 3, 0, 76)",2,-0.05,"(4, 3, 0, 75)",0,-0.053498,-0.061666,-0.054452,0.15,0.99,0.808793
109,24500,"(1, 9, 0, 26)",1,-0.05,"(1, 9, 0, 25)",0,-0.04585,-0.052898,-0.046982,0.15,0.99,0.805561
112,25000,"(1, 7, 0, 201)",1,-0.05,"(1, 8, 0, 200)",0,0.0,-0.0075,-0.05,0.15,0.99,0.800737
114,25500,"(3, 8, 0, 151)",0,-0.05,"(3, 8, 0, 150)",0,-0.029933,-0.037388,-0.049701,0.15,0.99,0.797538
116,26000,"(7, 5, 0, 101)",0,-0.05,"(7, 5, 0, 100)",0,-0.036279,-0.043725,-0.049637,0.15,0.99,0.794351
118,26500,"(3, 7, 0, 51)",3,-0.05,"(3, 6, 0, 50)",0,-0.099345,-0.106083,-0.04492,0.15,0.99,0.791176
120,27000,"(5, 3, 0, 1)",1,-0.05,"(5, 4, 0, 0)",1,-0.067135,-0.064564,0.017135,0.15,0.99,0.788015
123,27500,"(15, 1, 0, 176)",0,-0.05,"(14, 1, 0, 175)",0,0.0,-0.0075,-0.05,0.15,0.99,0.783296
125,28000,"(9, 1, 0, 126)",1,-0.05,"(9, 2, 0, 125)",0,-0.089491,-0.095664,-0.041158,0.15,0.99,0.780166
127,28500,"(2, 5, 0, 76)",2,-0.05,"(3, 5, 0, 75)",0,-0.06409,-0.071954,-0.052427,0.15,0.99,0.777049
129,29000,"(7, 10, 0, 26)",3,-0.05,"(7, 9, 0, 25)",0,-0.051553,-0.05766,-0.040715,0.15,0.99,0.773944
132,29500,"(10, 3, 0, 201)",3,-0.05,"(10, 3, 0, 200)",0,0.0,-0.0075,-0.05,0.15,0.99,0.769309
134,30000,"(7, 9, 0, 151)",3,-0.05,"(7, 8, 0, 150)",0,-0.014822,-0.022324,-0.050017,0.15,0.99,0.766235
136,30500,"(15, 4, 0, 101)",2,-0.05,"(15, 4, 0, 100)",0,-0.042144,-0.049581,-0.049579,0.15,0.99,0.763173
138,31000,"(15, 6, 0, 51)",3,-0.05,"(15, 6, 0, 50)",0,-0.033918,-0.039947,-0.040194,0.15,0.99,0.760123
140,31500,"(11, 1, 0, 1)",1,-0.05,"(11, 2, 0, 0)",1,-0.061378,-0.059671,0.011378,0.15,0.99,0.757086
143,32000,"(1, 1, 0, 176)",1,-0.05,"(1, 1, 0, 175)",0,-0.233758,-0.240907,-0.047662,0.15,0.99,0.752553
145,32500,"(15, 3, 0, 126)",3,-0.05,"(15, 2, 0, 125)",0,-0.023742,-0.031935,-0.054626,0.15,0.99,0.749545
147,33000,"(15, 2, 0, 76)",0,-0.05,"(15, 2, 0, 75)",0,-0.036492,-0.043937,-0.049635,0.15,0.99,0.74655
149,33500,"(1, 6, 0, 26)",3,-0.05,"(1, 5, 0, 25)",0,-0.069296,-0.072568,-0.021814,0.15,0.99,0.743567
152,34000,"(5, 5, 0, 201)",0,-0.05,"(5, 5, 0, 200)",0,-0.032137,-0.039589,-0.049679,0.15,0.99,0.739115
154,34500,"(4, 3, 0, 151)",2,-0.05,"(5, 3, 0, 150)",0,-0.142456,-0.147783,-0.035508,0.15,0.99,0.736161
156,35000,"(9, 3, 0, 101)",2,-0.05,"(10, 3, 0, 100)",0,-0.088881,-0.095645,-0.045098,0.15,0.99,0.733219
158,35500,"(11, 1, 0, 51)",2,-0.05,"(12, 1, 0, 50)",0,-0.062948,-0.067803,-0.032367,0.15,0.99,0.730289
160,36000,"(1, 11, 0, 1)",3,-0.05,"(1, 11, 0, 0)",1,-0.034056,-0.036448,-0.015944,0.15,0.99,0.727371
163,36500,"(6, 9, 0, 176)",2,-0.05,"(7, 9, 0, 175)",0,-0.0075,-0.014989,-0.049925,0.15,0.99,0.723016
165,37000,"(9, 2, 0, 126)",1,-0.05,"(9, 3, 0, 125)",0,-0.132032,-0.136264,-0.028211,0.15,0.99,0.720126
167,37500,"(9, 8, 0, 76)",1,-0.05,"(9, 9, 0, 75)",0,-0.008614,-0.017852,-0.06159,0.15,0.99,0.717249
169,38000,"(7, 6, 0, 26)",3,-0.05,"(7, 5, 0, 25)",0,-0.04001,-0.04971,-0.064664,0.15,0.99,0.714383
172,38500,"(5, 4, 0, 201)",1,-0.05,"(5, 5, 0, 200)",0,-0.09821,-0.097554,0.004377,0.15,0.99,0.710105
174,39000,"(3, 6, 0, 151)",1,-0.05,"(3, 6, 0, 150)",0,-0.077696,-0.08508,-0.049223,0.15,0.99,0.707267
176,39500,"(2, 1, 0, 101)",3,-0.05,"(2, 1, 0, 100)",0,-0.119861,-0.125278,-0.036113,0.15,0.99,0.704441
178,40000,"(5, 5, 0, 51)",0,-0.05,"(5, 5, 0, 50)",0,-0.070834,-0.077658,-0.045493,0.15,0.99,0.701626
180,40500,"(15, 6, 0, 1)",0,-0.05,"(15, 6, 0, 0)",1,-0.063372,-0.061366,0.013372,0.15,0.99,0.698823
183,41000,"(15, 2, 0, 176)",3,-0.05,"(15, 2, 0, 175)",0,-0.0075,-0.013875,-0.0425,0.15,0.99,0.694638
185,41500,"(1, 11, 0, 126)",3,-0.05,"(1, 10, 0, 125)",0,-0.068441,-0.074488,-0.040311,0.15,0.99,0.691862
187,42000,"(9, 10, 0, 76)",0,-0.05,"(9, 10, 0, 75)",0,-0.021354,-0.028822,-0.049786,0.15,0.99,0.689098
189,42500,"(11, 10, 0, 26)",0,-0.05,"(11, 10, 0, 25)",0,-0.059771,-0.067181,-0.049402,0.15,0.99,0.686344
192,43000,"(10, 1, 0, 201)",0,-0.05,"(9, 1, 0, 200)",0,-0.064822,-0.075161,-0.06893,0.15,0.99,0.682234
194,43500,"(5, 9, 0, 151)",2,-0.05,"(6, 9, 0, 150)",0,-0.099408,-0.101933,-0.016834,0.15,0.99,0.679508
196,44000,"(2, 3, 0, 101)",0,-0.05,"(1, 3, 0, 100)",0,-0.07092,-0.078928,-0.053385,0.15,0.99,0.676793
198,44500,"(7, 12, 0, 51)",3,-0.05,"(7, 11, 0, 50)",0,-0.056556,-0.063994,-0.049583,0.15,0.99,0.674088
200,45000,"(15, 11, 0, 1)",2,-0.05,"(15, 11, 0, 0)",1,-0.029693,-0.032739,-0.020307,0.15,0.99,0.671394
203,45500,"(5, 8, 0, 176)",1,-0.05,"(5, 9, 0, 175)",0,-0.068173,-0.073181,-0.033391,0.15,0.99,0.667374
205,46000,"(2, 5, 0, 126)",1,-0.05,"(3, 5, 0, 125)",0,-0.116082,-0.123991,-0.052726,0.15,0.99,0.664707
207,46500,"(14, 5, 0, 76)",0,-0.05,"(13, 5, 0, 75)",0,-0.064215,-0.070316,-0.040668,0.15,0.99,0.662051
209,47000,"(13, 5, 0, 26)",2,-0.05,"(14, 5, 0, 25)",0,-0.045057,-0.05442,-0.062419,0.15,0.99,0.659406
212,47500,"(3, 1, 0, 201)",3,-0.05,"(2, 1, 0, 200)",0,-0.388736,-0.396599,-0.052422,0.15,0.99,0.655457
214,48000,"(10, 1, 0, 151)",1,-0.05,"(10, 1, 0, 150)",0,-0.146912,-0.154192,-0.048531,0.15,0.99,0.652838
216,48500,"(7, 13, 0, 101)",2,-0.05,"(8, 13, 0, 100)",0,-0.060266,-0.062062,-0.011976,0.15,0.99,0.650229
218,49000,"(1, 8, 0, 51)",2,-0.05,"(1, 8, 0, 50)",0,-0.106729,-0.113017,-0.041921,0.15,0.99,0.647631
220,49500,"(5, 3, 0, 1)",0,-0.05,"(4, 3, 0, 0)",1,-0.104738,-0.096528,0.054738,0.15,0.99,0.645043
223,50000,"(15, 1, 0, 176)",2,-0.05,"(15, 1, 0, 175)",0,-0.029933,-0.037388,-0.049701,0.15,0.99,0.64118
225,50500,"(3, 9, 0, 126)",2,-0.05,"(4, 9, 0, 125)",0,-0.127615,-0.130769,-0.021023,0.15,0.99,0.638618
227,51000,"(12, 5, 0, 76)",2,-0.05,"(13, 5, 0, 75)",0,-0.05988,-0.067616,-0.051575,0.15,0.99,0.636066
229,51500,"(3, 14, 0, 26)",3,-0.05,"(3, 13, 0, 25)",0,-0.065808,-0.071144,-0.035569,0.15,0.99,0.633524
232,52000,"(5, 4, 0, 201)",1,-0.05,"(5, 4, 0, 200)",0,-0.141306,-0.148594,-0.048587,0.15,0.99,0.629731
234,52500,"(13, 5, 0, 151)",2,-0.05,"(13, 4, 0, 150)",0,-0.038768,-0.046151,-0.049222,0.15,0.99,0.627215
236,53000,"(1, 4, 0, 101)",0,-0.05,"(1, 4, 0, 100)",0,-0.100484,-0.107833,-0.048995,0.15,0.99,0.624708
238,53500,"(11, 5, 0, 51)",3,-0.05,"(11, 5, 0, 50)",0,-0.090329,-0.097216,-0.045913,0.15,0.99,0.622212
240,54000,"(5, 11, 0, 1)",2,-0.05,"(5, 11, 0, 0)",1,-0.034365,-0.03671,-0.015635,0.15,0.99,0.619726
243,54500,"(10, 3, 0, 176)",0,-0.05,"(9, 3, 0, 175)",0,-0.178889,-0.183895,-0.033372,0.15,0.99,0.616015
245,55000,"(1, 8, 0, 126)",0,-0.05,"(1, 8, 0, 125)",0,-0.153681,-0.160504,-0.04549,0.15,0.99,0.613553
247,55500,"(7, 8, 0, 76)",0,-0.05,"(7, 8, 0, 75)",0,-0.100849,-0.107493,-0.044295,0.15,0.99,0.611101
249,56000,"(5, 14, 0, 26)",2,-0.05,"(5, 14, 0, 25)",0,-0.028822,-0.036279,-0.049712,0.15,0.99,0.608659
252,56500,"(4, 3, 0, 201)",3,-0.05,"(5, 3, 0, 200)",0,-0.259522,-0.255153,0.029127,0.15,0.99,0.605015
254,57000,"(15, 5, 0, 151)",3,-0.05,"(15, 4, 0, 150)",0,-0.046957,-0.055314,-0.055715,0.15,0.99,0.602597
256,57500,"(7, 9, 0, 101)",2,-0.05,"(8, 9, 0, 100)",0,-0.10725,-0.109249,-0.013327,0.15,0.99,0.600189
258,58000,"(15, 8, 0, 51)",0,-0.05,"(15, 8, 0, 50)",0,-0.070883,-0.078277,-0.049291,0.15,0.99,0.597791
260,58500,"(3, 15, 0, 1)",1,-0.05,"(2, 15, 0, 0)",1,-0.065971,-0.063575,0.015971,0.15,0.99,0.595402
263,59000,"(7, 9, 0, 176)",3,-0.05,"(6, 9, 0, 175)",0,-0.037143,-0.047278,-0.067568,0.15,0.99,0.591837
265,59500,"(9, 8, 0, 126)",2,-0.05,"(9, 8, 0, 125)",0,-0.067096,-0.074496,-0.049329,0.15,0.99,0.589472
267,60000,"(2, 15, 0, 76)",0,-0.05,"(1, 15, 0, 75)",0,-0.052494,-0.060885,-0.055942,0.15,0.99,0.587116
269,60500,"(3, 15, 0, 26)",3,-0.05,"(3, 14, 0, 25)",0,-0.076286,-0.0836,-0.048764,0.15,0.99,0.58477
272,61000,"(9, 4, 0, 201)",1,-0.05,"(9, 4, 0, 200)",0,-0.013875,-0.021354,-0.049861,0.15,0.99,0.581268
274,61500,"(4, 3, 0, 151)",2,-0.05,"(5, 3, 0, 150)",0,-0.172132,-0.178004,-0.039143,0.15,0.99,0.578946
276,62000,"(9, 13, 0, 101)",2,-0.05,"(10, 13, 0, 100)",0,-0.071319,-0.078977,-0.051051,0.15,0.99,0.576632
278,62500,"(3, 14, 0, 51)",2,-0.05,"(3, 15, 0, 50)",0,-0.075105,-0.084268,-0.061091,0.15,0.99,0.574328
280,63000,"(7, 7, 0, 1)",2,-0.05,"(7, 7, 0, 0)",1,-0.119587,-0.109149,0.069587,0.15,0.99,0.572033
283,63500,"(1, 8, 0, 176)",3,-0.05,"(1, 7, 0, 175)",0,-0.162603,-0.17008,-0.049845,0.15,0.99,0.568608
285,64000,"(12, 7, 0, 126)",2,-0.05,"(13, 7, 0, 125)",0,-0.014989,-0.023271,-0.055215,0.15,0.99,0.566335
287,64500,"(13, 8, 0, 76)",3,-0.05,"(13, 8, 0, 75)",0,-0.051923,-0.059345,-0.049481,0.15,0.99,0.564072
289,65000,"(11, 6, 0, 26)",0,-0.05,"(11, 6, 0, 25)",0,-0.08353,-0.090807,-0.048509,0.15,0.99,0.561818
292,65500,"(1, 4, 0, 201)",1,-0.05,"(1, 4, 0, 200)",0,-0.171359,-0.178602,-0.048286,0.15,0.99,0.558454
294,66000,"(1, 5, 0, 151)",2,-0.05,"(1, 6, 0, 150)",0,-0.180048,-0.187628,-0.050535,0.15,0.99,0.556223
296,66500,"(9, 13, 0, 101)",2,-0.05,"(9, 13, 0, 100)",0,-0.092429,-0.098982,-0.043686,0.15,0.99,0.554
298,67000,"(1, 14, 0, 51)",0,-0.05,"(1, 14, 0, 50)",0,-0.117158,-0.124482,-0.048828,0.15,0.99,0.551786
300,67500,"(4, 11, 0, 1)",0,-0.05,"(3, 11, 0, 0)",1,-0.088559,-0.082775,0.038559,0.15,0.99,0.549581
303,68000,"(3, 7, 0, 176)",0,-0.05,"(3, 7, 0, 175)",0,-0.122102,-0.129418,-0.048779,0.15,0.99,0.54629
305,68500,"(14, 11, 0, 126)",2,-0.05,"(15, 11, 0, 125)",0,-0.038134,-0.04214,-0.026705,0.15,0.99,0.544107
307,69000,"(13, 4, 0, 76)",3,-0.05,"(13, 4, 0, 75)",0,-0.093268,-0.097261,-0.026624,0.15,0.99,0.541933
309,69500,"(12, 7, 0, 26)",2,-0.05,"(13, 7, 0, 25)",0,-0.099879,-0.110795,-0.072772,0.15,0.99,0.539767
312,70000,"(11, 1, 0, 201)",0,-0.05,"(10, 1, 0, 200)",0,-0.098339,-0.107348,-0.060056,0.15,0.99,0.536535
314,70500,"(3, 1, 0, 151)",2,-0.05,"(3, 1, 0, 150)",0,-0.218071,-0.225138,-0.047117,0.15,0.99,0.534391
316,71000,"(4, 11, 0, 101)",1,-0.05,"(4, 11, 0, 100)",0,-0.058662,-0.064017,-0.035697,0.15,0.99,0.532256
318,71500,"(4, 9, 0, 51)",3,-0.05,"(5, 9, 0, 50)",0,-0.126797,-0.133087,-0.041936,0.15,0.99,0.530129
320,72000,"(3, 5, 0, 1)",2,-0.05,"(3, 5, 0, 0)",1,-0.144945,-0.130704,0.094945,0.15,0.99,0.528011
323,72500,"(7, 13, 0, 176)",1,-0.05,"(8, 13, 0, 175)",0,-0.019294,-0.025013,-0.038131,0.15,0.99,0.524849
325,73000,"(15, 5, 0, 126)",2,-0.05,"(15, 6, 0, 125)",0,-0.092383,-0.09629,-0.026042,0.15,0.99,0.522752
327,73500,"(1, 14, 0, 76)",2,-0.05,"(1, 14, 0, 75)",0,-0.125858,-0.133169,-0.048741,0.15,0.99,0.520663
329,74000,"(1, 3, 0, 26)",2,-0.05,"(2, 3, 0, 25)",0,-0.110169,-0.115069,-0.032666,0.15,0.99,0.518582
332,74500,"(1, 9, 0, 201)",3,-0.05,"(1, 9, 0, 200)",0,-0.047347,-0.053944,-0.043982,0.15,0.99,0.515477
334,75000,"(14, 1, 0, 151)",1,-0.05,"(14, 1, 0, 150)",0,-0.160329,-0.166942,-0.044084,0.15,0.99,0.513417
336,75500,"(3, 15, 0, 101)",0,-0.05,"(2, 15, 0, 100)",0,-0.115175,-0.123642,-0.056444,0.15,0.99,0.511365
338,76000,"(11, 6, 0, 51)",3,-0.05,"(11, 6, 0, 50)",0,-0.122519,-0.129835,-0.048775,0.15,0.99,0.509322
340,76500,"(11, 8, 0, 1)",3,-0.05,"(11, 7, 0, 0)",1,-0.141235,-0.12755,0.091235,0.15,0.99,0.507287
343,77000,"(1, 5, 0, 176)",0,-0.05,"(1, 4, 0, 175)",0,-0.256939,-0.26592,-0.059874,0.15,0.99,0.504249
345,77500,"(12, 5, 0, 126)",2,-0.05,"(13, 5, 0, 125)",0,-0.110048,-0.117876,-0.052184,0.15,0.99,0.502234
347,78000,"(14, 11, 0, 76)",2,-0.05,"(14, 11, 0, 75)",0,-0.130957,-0.137192,-0.041564,0.15,0.99,0.500227
349,78500,"(7, 10, 0, 26)",3,-0.05,"(7, 9, 0, 25)",0,-0.142151,-0.148199,-0.040321,0.15,0.99,0.498228
352,79000,"(3, 7, 0, 201)",1,-0.05,"(3, 8, 0, 200)",0,-0.021354,-0.02738,-0.040169,0.15,0.99,0.495245
354,79500,"(13, 8, 0, 151)",1,-0.05,"(13, 9, 0, 150)",0,-0.019241,-0.026081,-0.045597,0.15,0.99,0.493266
356,80000,"(7, 9, 0, 101)",1,-0.05,"(6, 9, 0, 100)",0,-0.139375,-0.146992,-0.050777,0.15,0.99,0.491295
358,80500,"(1, 10, 0, 51)",1,-0.05,"(1, 11, 0, 50)",0,-0.143321,-0.149229,-0.039391,0.15,0.99,0.489332
360,81000,"(12, 11, 0, 1)",2,-0.05,"(12, 11, 0, 0)",1,-0.128657,-0.116858,0.078657,0.15,0.99,0.487376
363,81500,"(6, 7, 0, 176)",3,-0.05,"(6, 7, 0, 175)",0,-0.181172,-0.187503,-0.042205,0.15,0.99,0.484458
365,82000,"(9, 10, 0, 126)",2,-0.05,"(9, 10, 0, 125)",0,-0.118227,-0.12555,-0.048818,0.15,0.99,0.482522
367,82500,"(11, 13, 0, 76)",3,-0.05,"(10, 13, 0, 75)",0,-0.134594,-0.141555,-0.046407,0.15,0.99,0.480594
369,83000,"(3, 5, 0, 26)",2,-0.05,"(3, 5, 0, 25)",0,-0.138008,-0.145301,-0.04862,0.15,0.99,0.478673
372,83500,"(5, 6, 0, 201)",2,-0.05,"(5, 6, 0, 200)",0,-0.143611,-0.148189,-0.030517,0.15,0.99,0.475807
374,84000,"(1, 10, 0, 151)",1,-0.05,"(1, 10, 0, 150)",0,-0.210297,-0.217481,-0.047897,0.15,0.99,0.473906
376,84500,"(11, 10, 0, 101)",2,-0.05,"(11, 9, 0, 100)",0,-0.140049,-0.145141,-0.033952,0.15,0.99,0.472012
378,85000,"(1, 11, 0, 51)",1,-0.05,"(1, 11, 0, 50)",0,-0.161291,-0.16855,-0.048387,0.15,0.99,0.470126
380,85500,"(7, 15, 1, 1)",0,-0.05,"(6, 15, 1, 0)",1,-0.043723,-0.044665,-0.006277,0.15,0.99,0.468247
383,86000,"(3, 9, 0, 176)",2,-0.05,"(4, 9, 0, 175)",0,-0.177228,-0.183067,-0.038927,0.15,0.99,0.465443
385,86500,"(11, 3, 0, 126)",1,-0.05,"(11, 3, 0, 125)",0,-0.189691,-0.195944,-0.04169,0.15,0.99,0.463583
387,87000,"(8, 5, 0, 76)",2,-0.05,"(9, 5, 0, 75)",0,-0.155709,-0.16119,-0.036539,0.15,0.99,0.461731
389,87500,"(11, 10, 0, 26)",1,-0.05,"(11, 11, 0, 25)",0,-0.13219,-0.13738,-0.034598,0.15,0.99,0.459886
392,88000,"(3, 6, 0, 201)",0,-0.05,"(3, 7, 0, 200)",0,-0.056275,-0.05867,-0.015967,0.15,0.99,0.457132
394,88500,"(2, 5, 0, 151)",1,-0.05,"(2, 5, 0, 150)",0,-0.261267,-0.268375,-0.047387,0.15,0.99,0.455305
396,89000,"(15, 7, 0, 101)",2,-0.05,"(15, 7, 0, 100)",0,-0.125608,-0.13292,-0.048744,0.15,0.99,0.453486
398,89500,"(13, 5, 0, 51)",3,-0.05,"(13, 4, 0, 50)",0,-0.145597,-0.153424,-0.052181,0.15,0.99,0.451674
400,90000,"(15, 7, 0, 1)",1,-0.05,"(15, 8, 0, 0)",1,-0.153489,-0.137966,0.103489,0.15,0.99,0.449869
403,90500,"(7, 9, 0, 176)",1,-0.05,"(7, 10, 0, 175)",0,-0.114394,-0.119443,-0.033662,0.15,0.99,0.447175
405,91000,"(8, 5, 0, 126)",1,-0.05,"(8, 5, 0, 125)",0,-0.213203,-0.220383,-0.047868,0.15,0.99,0.445388
407,91500,"(5, 14, 0, 76)",3,-0.05,"(5, 13, 0, 75)",0,-0.062739,-0.071071,-0.055545,0.15,0.99,0.443608
409,92000,"(11, 1, 0, 26)",3,-0.05,"(10, 1, 0, 25)",0,-0.143082,-0.150176,-0.047292,0.15,0.99,0.441836
412,92500,"(3, 6, 0, 201)",1,-0.05,"(3, 7, 0, 200)",0,-0.064189,-0.067613,-0.022825,0.15,0.99,0.43919
414,93000,"(13, 1, 0, 151)",1,-0.05,"(12, 1, 0, 150)",0,-0.193614,-0.203347,-0.064885,0.15,0.99,0.437435
416,93500,"(7, 5, 0, 101)",0,-0.05,"(7, 5, 0, 100)",0,-0.172629,-0.17987,-0.048274,0.15,0.99,0.435687
418,94000,"(5, 6, 0, 51)",0,-0.05,"(5, 7, 0, 50)",0,-0.146126,-0.153325,-0.047993,0.15,0.99,0.433946
420,94500,"(9, 3, 0, 1)",0,-0.05,"(9, 3, 0, 0)",1,-0.161454,-0.144736,0.111454,0.15,0.99,0.432212
423,95000,"(5, 9, 0, 176)",3,-0.05,"(6, 9, 0, 175)",0,-0.18468,-0.185553,-0.005818,0.15,0.99,0.429624
425,95500,"(6, 3, 0, 126)",3,-0.05,"(7, 3, 0, 125)",0,-0.168178,-0.17276,-0.030546,0.15,0.99,0.427907
