episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
83,18500,"(10, 3, 0, 176)",3,-1.05,"(10, 3, 0, 175)",0,0.0,-0.1575,-1.05,0.15,0.99,0.848603
85,19000,"(1, 13, 0, 126)",0,-0.55,"(1, 12, 0, 125)",0,-0.308606,-0.299058,0.063655,0.15,0.99,0.845212
87,19500,"(2, 1, 0, 76)",3,-1.05,"(2, 1, 0, 75)",0,-0.155611,-0.234396,-0.525233,0.15,0.99,0.841834
89,20000,"(9, 1, 0, 26)",0,0.45,"(8, 1, 0, 25)",0,0.079653,0.097208,0.117037,0.15,0.99,0.83847
92,20500,"(5, 1, 0, 201)",1,-1.05,"(5, 1, 0, 200)",0,-0.130993,-0.126384,0.030724,0.15,0.99,0.833449
94,21000,"(1, 6, 0, 151)",1,0.45,"(1, 7, 0, 150)",0,0.70953,0.757573,0.320283,0.15,0.99,0.830119
96,21500,"(5, 11, 0, 101)",3,-1.05,"(5, 11, 0, 100)",0,-0.289298,-0.368057,-0.525064,0.15,0.99,0.826802
98,22000,"(3, 7, 0, 51)",3,0.45,"(3, 6, 0, 50)",0,0.124875,0.187456,0.41721,0.15,0.99,0.823498
100,22500,"(3, 6, 0, 1)",3,-19.55,"(3, 5, 0, 0)",1,-0.684522,-3.514343,-18.865478,0.15,0.99,0.820207
103,23000,"(2, 3, 0, 176)",2,-0.55,"(3, 3, 0, 175)",0,-0.962356,-0.983414,-0.140385,0.15,0.99,0.815296
105,23500,"(6, 3, 0, 126)",3,-1.05,"(6, 3, 0, 125)",0,-0.63382,-0.669339,-0.236792,0.15,0.99,0.812038
107,24000,"(5, 1, 0, 76)",0,0.45,"(4, 1, 0, 75)",0,0.261005,0.334107,0.487344,0.15,0.99,0.808793
109,24500,"(10, 15, 1, 26)",0,0.45,"(9, 15, 1, 25)",0,0.22381,0.207601,-0.108059,0.15,0.99,0.805561
112,25000,"(3, 2, 0, 201)",1,0.45,"(3, 3, 0, 200)",0,0.119937,0.126661,0.044827,0.15,0.99,0.800737
114,25500,"(4, 1, 0, 151)",0,0.45,"(3, 1, 0, 150)",0,0.907505,0.895856,-0.077661,0.15,0.99,0.797538
116,26000,"(1, 7, 0, 101)",3,-0.55,"(1, 6, 0, 100)",0,-0.393007,-0.398197,-0.034604,0.15,0.99,0.794351
118,26500,"(7, 15, 0, 51)",0,-0.55,"(6, 15, 0, 50)",0,-0.994235,-1.05335,-0.394104,0.15,0.99,0.791176
120,27000,"(3, 2, 0, 1)",3,-20.55,"(3, 1, 0, 0)",1,-0.603243,-3.595256,-19.946757,0.15,0.99,0.788015
123,27500,"(1, 11, 0, 176)",1,0.45,"(1, 12, 0, 175)",0,-0.055762,0.062371,0.787554,0.15,0.99,0.783296
125,28000,"(5, 9, 0, 126)",0,-1.05,"(5, 9, 0, 125)",0,0.308494,0.150531,-1.053085,0.15,0.99,0.780166
127,28500,"(1, 3, 0, 76)",2,-0.55,"(2, 3, 0, 75)",0,-1.750019,-1.719421,0.203984,0.15,0.99,0.777049
129,29000,"(1, 3, 0, 26)",2,-0.55,"(2, 3, 0, 25)",0,-1.77707,-1.902452,-0.835877,0.15,0.99,0.773944
132,29500,"(4, 1, 0, 201)",0,0.45,"(3, 1, 0, 200)",0,0.440199,0.483797,0.290658,0.15,0.99,0.769309
134,30000,"(2, 3, 0, 151)",0,-1.05,"(2, 3, 0, 150)",0,-1.742274,-1.897161,-1.032577,0.15,0.99,0.766235
136,30500,"(3, 3, 0, 101)",2,-0.55,"(4, 3, 0, 100)",0,-0.778529,-0.803838,-0.168721,0.15,0.99,0.763173
138,31000,"(1, 10, 0, 51)",1,0.45,"(1, 11, 0, 50)",0,0.328754,0.430736,0.679879,0.15,0.99,0.760123
140,31500,"(1, 9, 0, 1)",2,-20.55,"(1, 8, 0, 0)",1,-2.980852,-5.616224,-17.569148,0.15,0.99,0.757086
143,32000,"(5, 4, 0, 176)",3,0.45,"(5, 3, 0, 175)",0,0.244798,0.257465,0.084444,0.15,0.99,0.752553
145,32500,"(5, 3, 0, 126)",1,-0.55,"(5, 4, 0, 125)",0,-0.320798,-0.320243,0.003699,0.15,0.99,0.749545
147,33000,"(3, 15, 0, 76)",3,0.45,"(3, 14, 0, 75)",0,0.418885,0.474459,0.37049,0.15,0.99,0.74655
149,33500,"(3, 3, 0, 26)",0,0.45,"(2, 3, 0, 25)",0,-1.887525,-1.907116,-0.130602,0.15,0.99,0.743567
152,34000,"(5, 3, 0, 201)",0,0.45,"(4, 3, 0, 200)",0,-0.138087,-0.080334,0.385021,0.15,0.99,0.739115
154,34500,"(10, 1, 0, 151)",3,-1.05,"(10, 1, 0, 150)",0,-0.508232,-0.602701,-0.629791,0.15,0.99,0.736161
156,35000,"(3, 14, 0, 101)",0,-1.05,"(3, 14, 0, 100)",0,-0.442601,-0.469972,-0.182475,0.15,0.99,0.733219
158,35500,"(5, 5, 0, 51)",1,-0.55,"(5, 6, 0, 50)",0,-0.258127,-0.269521,-0.075958,0.15,0.99,0.730289
160,36000,"(9, 15, 0, 1)",2,-19.55,"(10, 15, 0, 0)",1,0.0,-2.9325,-19.55,0.15,0.99,0.727371
163,36500,"(1, 6, 0, 176)",0,-1.05,"(1, 6, 0, 175)",0,-0.778176,-0.734892,0.288558,0.15,0.99,0.723016
165,37000,"(6, 15, 0, 126)",1,-1.05,"(6, 15, 0, 125)",0,0.0,-0.1575,-1.05,0.15,0.99,0.720126
167,37500,"(1, 8, 0, 76)",0,-1.05,"(1, 8, 0, 75)",0,-0.476553,-0.514801,-0.254982,0.15,0.99,0.717249
169,38000,"(5, 15, 0, 26)",3,-0.55,"(5, 14, 0, 25)",0,-1.733766,-1.746935,-0.087788,0.15,0.99,0.714383
172,38500,"(4, 1, 0, 201)",1,-1.05,"(4, 1, 0, 200)",0,-0.74081,-0.795986,-0.367839,0.15,0.99,0.710105
174,39000,"(5, 13, 0, 151)",1,-1.05,"(5, 13, 0, 150)",0,0.165041,0.007294,-1.05165,0.15,0.99,0.707267
176,39500,"(3, 2, 0, 101)",3,-0.55,"(3, 1, 0, 100)",0,-0.757159,-0.774412,-0.115023,0.15,0.99,0.704441
178,40000,"(3, 3, 0, 51)",2,-0.55,"(4, 3, 0, 50)",0,-1.273657,-1.295631,-0.146488,0.15,0.99,0.701626
180,40500,"(5, 14, 0, 1)",1,-19.55,"(5, 15, 0, 0)",1,-1.465077,-4.177816,-18.084923,0.15,0.99,0.698823
183,41000,"(1, 3, 0, 176)",3,-1.05,"(1, 3, 0, 175)",0,-3.249519,-3.369617,-0.80065,0.15,0.99,0.694638
185,41500,"(5, 3, 0, 126)",0,0.45,"(4, 3, 0, 125)",0,-0.513595,-0.497931,0.104427,0.15,0.99,0.691862
187,42000,"(4, 3, 0, 76)",0,0.45,"(3, 3, 0, 75)",0,-0.909657,-0.87017,0.263249,0.15,0.99,0.689098
189,42500,"(5, 4, 0, 26)",0,-1.05,"(5, 4, 0, 25)",0,-0.580783,-0.727324,-0.97694,0.15,0.99,0.686344
192,43000,"(3, 3, 0, 201)",3,-0.55,"(3, 2, 0, 200)",0,-1.52074,-1.539812,-0.12715,0.15,0.99,0.682234
194,43500,"(3, 1, 0, 151)",2,-1.05,"(3, 1, 0, 150)",0,-0.592889,-0.730486,-0.917315,0.15,0.99,0.679508
196,44000,"(3, 3, 0, 101)",2,-1.05,"(3, 3, 0, 100)",0,-1.470433,-1.6253,-1.032448,0.15,0.99,0.676793
198,44500,"(6, 15, 0, 51)",2,-4.55,"(7, 15, 0, 50)",0,-5.146885,-5.248345,-0.676402,0.15,0.99,0.674088
200,45000,"(1, 13, 1, 1)",0,-21.05,"(1, 13, 1, 0)",1,0.0,-3.1575,-21.05,0.15,0.99,0.671394
203,45500,"(1, 3, 0, 176)",2,-0.55,"(2, 3, 0, 175)",0,-2.976399,-2.973958,0.016271,0.15,0.99,0.667374
205,46000,"(5, 11, 0, 126)",3,-1.05,"(5, 11, 0, 125)",0,-0.547345,-0.548543,-0.007985,0.15,0.99,0.664707
207,46500,"(1, 14, 0, 76)",1,0.45,"(1, 15, 0, 75)",0,0.482834,0.53526,0.349502,0.15,0.99,0.662051
209,47000,"(7, 7, 0, 26)",0,0.45,"(6, 7, 0, 25)",0,-0.455986,-0.423341,0.217634,0.15,0.99,0.659406
212,47500,"(3, 1, 0, 201)",2,-0.55,"(4, 1, 0, 200)",0,-1.067704,-1.043607,0.160645,0.15,0.99,0.655457
214,48000,"(5, 3, 0, 151)",0,0.45,"(4, 3, 0, 150)",0,-0.808481,-0.827072,-0.123939,0.15,0.99,0.652838
216,48500,"(1, 10, 0, 101)",0,-1.05,"(1, 10, 0, 100)",0,-0.349161,-0.333594,0.103777,0.15,0.99,0.650229
218,49000,"(5, 14, 0, 51)",3,-0.55,"(5, 13, 0, 50)",0,-0.799343,-0.846624,-0.315205,0.15,0.99,0.647631
220,49500,"(3, 1, 0, 1)",2,-20.55,"(4, 1, 0, 0)",1,-5.284834,-7.574609,-15.265166,0.15,0.99,0.645043
223,50000,"(1, 3, 0, 176)",0,-1.05,"(1, 3, 0, 175)",0,-3.628686,-3.699925,-0.474927,0.15,0.99,0.64118
225,50500,"(3, 2, 0, 126)",0,-1.05,"(3, 2, 0, 125)",0,-1.842917,-1.926096,-0.554523,0.15,0.99,0.638618
227,51000,"(1, 9, 0, 76)",1,0.45,"(1, 10, 0, 75)",0,0.560011,0.584518,0.16338,0.15,0.99,0.636066
229,51500,"(9, 15, 1, 26)",3,-1.05,"(9, 15, 1, 25)",0,-1.602449,-1.65945,-0.380004,0.15,0.99,0.633524
232,52000,"(5, 1, 0, 201)",0,0.45,"(4, 1, 0, 200)",0,-0.234306,-0.257888,-0.157217,0.15,0.99,0.629731
234,52500,"(5, 12, 0, 151)",3,-0.55,"(5, 11, 0, 150)",0,-0.088077,-0.095347,-0.048467,0.15,0.99,0.627215
236,53000,"(5, 15, 0, 101)",3,0.45,"(6, 15, 0, 100)",0,-0.681436,-0.673931,0.050033,0.15,0.99,0.624708
238,53500,"(5, 15, 0, 51)",2,0.45,"(6, 15, 0, 50)",0,-2.000741,-2.015615,-0.099162,0.15,0.99,0.622212
240,54000,"(5, 14, 0, 1)",3,-21.05,"(5, 14, 0, 0)",1,-2.364917,-5.167679,-18.685083,0.15,0.99,0.619726
243,54500,"(4, 1, 0, 176)",1,-1.05,"(4, 1, 0, 175)",0,-1.289765,-1.410658,-0.805956,0.15,0.99,0.616015
245,55000,"(1, 1, 0, 126)",3,-1.05,"(1, 1, 0, 125)",0,-0.279243,-0.365566,-0.57549,0.15,0.99,0.613553
247,55500,"(2, 15, 0, 76)",3,-1.05,"(2, 15, 0, 75)",0,-0.62701,-0.573708,0.355344,0.15,0.99,0.611101
249,56000,"(10, 1, 0, 26)",0,0.45,"(9, 1, 0, 25)",0,0.095216,0.156382,0.407774,0.15,0.99,0.608659
252,56500,"(1, 5, 0, 201)",3,-1.05,"(1, 5, 0, 200)",0,-3.548752,-3.10578,2.953148,0.15,0.99,0.605015
254,57000,"(5, 13, 0, 151)",3,-0.55,"(5, 12, 0, 150)",0,0.0,-0.042188,-0.281252,0.15,0.99,0.602597
256,57500,"(1, 9, 0, 101)",0,-1.05,"(1, 9, 0, 100)",0,-0.412104,-0.317969,0.627564,0.15,0.99,0.600189
258,58000,"(8, 15, 1, 51)",2,-0.55,"(9, 15, 1, 50)",0,-1.860327,-1.82652,0.225385,0.15,0.99,0.597791
260,58500,"(8, 15, 1, 1)",2,-20.55,"(9, 15, 1, 0)",1,-2.167716,-4.925059,-18.382284,0.15,0.99,0.595402
263,59000,"(4, 3, 0, 176)",0,0.45,"(3, 3, 0, 175)",0,-1.944854,-1.946908,-0.013693,0.15,0.99,0.591837
265,59500,"(3, 14, 0, 126)",3,0.45,"(3, 13, 0, 125)",0,1.063448,1.121524,0.387172,0.15,0.99,0.589472
267,60000,"(5, 12, 0, 76)",3,-0.55,"(5, 11, 0, 75)",0,-0.963627,-0.930359,0.221786,0.15,0.99,0.587116
269,60500,"(5, 13, 0, 26)",1,0.45,"(5, 14, 0, 25)",0,-2.841755,-2.853308,-0.077018,0.15,0.99,0.58477
272,61000,"(3, 3, 0, 201)",1,-1.05,"(3, 3, 0, 200)",0,-3.348855,-3.372032,-0.154516,0.15,0.99,0.581268
274,61500,"(7, 3, 0, 151)",0,0.45,"(6, 3, 0, 150)",0,-0.138575,-0.145533,-0.046384,0.15,0.99,0.578946
276,62000,"(3, 2, 0, 101)",1,0.45,"(3, 3, 0, 100)",0,-1.388543,-1.389811,-0.008451,0.15,0.99,0.576632
278,62500,"(4, 11, 0, 51)",2,-1.05,"(4, 11, 0, 50)",0,-0.289209,-0.446275,-1.047108,0.15,0.99,0.574328
280,63000,"(3, 14, 1, 1)",2,-21.05,"(3, 14, 1, 0)",1,-0.662828,-3.720904,-20.387172,0.15,0.99,0.572033
283,63500,"(6, 3, 0, 176)",0,0.45,"(5, 3, 0, 175)",0,-1.465119,-1.423161,0.279719,0.15,0.99,0.568608
285,64000,"(3, 2, 0, 126)",1,-1.05,"(3, 2, 0, 125)",0,-1.757933,-1.912796,-1.032421,0.15,0.99,0.566335
287,64500,"(5, 11, 0, 76)",1,0.45,"(5, 12, 0, 75)",0,-0.681502,-0.675016,0.04324,0.15,0.99,0.564072
289,65000,"(9, 15, 1, 26)",0,0.45,"(8, 15, 1, 25)",0,-1.827876,-1.914079,-0.574688,0.15,0.99,0.561818
292,65500,"(4, 1, 0, 201)",2,-0.55,"(5, 1, 0, 200)",0,-1.633994,-1.635461,-0.009782,0.15,0.99,0.558454
294,66000,"(5, 6, 0, 151)",0,-1.05,"(5, 6, 0, 150)",0,-0.723063,-0.759456,-0.242625,0.15,0.99,0.556223
296,66500,"(3, 6, 0, 101)",3,0.45,"(3, 5, 0, 100)",0,0.347621,0.447429,0.665383,0.15,0.99,0.554
298,67000,"(4, 1, 0, 51)",2,-0.55,"(5, 1, 0, 50)",0,-0.178265,-0.184889,-0.044157,0.15,0.99,0.551786
300,67500,"(9, 15, 1, 1)",2,-20.55,"(10, 15, 1, 0)",1,-2.352342,-5.08199,-18.197658,0.15,0.99,0.549581
