algorithm,run_label,reward_mode,seed,config_hash,episode,steps,reward,mean_return_100,epsilon,alpha,energy_left,outcome,success,goal_success,energy_exhausted,max_steps_reached,wall_collisions,penalty_entries,door_blocked,door_crossings,key_pickups,slips,mean_abs_td_error,max_abs_td_error,mean_active_traces,max_active_traces,cfg_gamma,cfg_energy_bins,cfg_epsilon_schedule
q_learning,sparse_seed4,sparse,4,4a77b6e251,1,225,-11.250000000000025,-11.250000000000025,0.998,0.15,0,out_of_energy,0,0,1,0,108,32,0,0,0,51,0.04526369623489584,0.06373625000000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,2,225,-11.250000000000025,-11.250000000000025,0.996004,0.15,0,out_of_energy,0,0,1,0,93,7,0,0,0,51,0.045563290476752075,0.06616069062499999,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,3,225,-11.250000000000025,-11.250000000000023,0.994011992,0.15,0,out_of_energy,0,0,1,0,112,17,0,0,0,38,0.045070598963125,0.06270342500000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,4,225,-11.250000000000025,-11.250000000000025,0.992023968016,0.15,0,out_of_energy,0,0,1,0,109,0,0,0,0,35,0.04438685779599141,0.06708677375,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,5,225,-11.250000000000025,-11.250000000000025,0.990039920079968,0.15,0,out_of_energy,0,0,1,0,95,17,0,0,0,42,0.042379369718924094,0.06483886250000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,6,225,-11.250000000000025,-11.250000000000027,0.9880598402398081,0.15,0,out_of_energy,0,0,1,0,123,23,0,0,0,36,0.04193081120813845,0.07880802017842496,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,7,225,-11.250000000000025,-11.250000000000027,0.9860837205593285,0.15,0,out_of_energy,0,0,1,0,103,39,0,0,0,43,0.04339560733248409,0.06373625000000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,8,225,-11.250000000000025,-11.250000000000025,0.9841115531182099,0.15,0,out_of_energy,0,0,1,0,92,22,0,0,0,49,0.04165563801782636,0.07534647146092108,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,9,225,-11.250000000000025,-11.250000000000025,0.9821433300119734,0.15,0,out_of_energy,0,0,1,0,114,19,0,0,0,41,0.03944869956113789,0.0691008125,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,10,225,-11.250000000000025,-11.250000000000025,0.9801790433519495,0.15,0,out_of_energy,0,0,1,0,118,24,0,0,0,34,0.03989344203904087,0.07062232602229024,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,11,225,-11.250000000000025,-11.250000000000027,0.9782186852652456,0.15,0,out_of_energy,0,0,1,0,109,32,0,0,0,49,0.04160573257600398,0.06270342500000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,12,225,-11.250000000000025,-11.250000000000027,0.976262247894715,0.15,0,out_of_energy,0,0,1,0,107,16,0,0,0,51,0.04439463826339934,0.06483886250000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,13,225,-11.250000000000025,-11.250000000000027,0.9743097233989256,0.15,0,out_of_energy,0,0,1,0,106,21,0,0,0,46,0.03894583590749169,0.07184702171232252,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,14,225,-11.250000000000025,-11.250000000000027,0.9723611039521278,0.15,0,out_of_energy,0,0,1,0,80,2,0,0,0,38,0.04311502652200446,0.06373625000000001,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,15,225,-11.250000000000025,-11.250000000000027,0.9704163817442236,0.15,0,out_of_energy,0,0,1,0,110,2,0,0,0,40,0.04014329874438804,0.07387396868218446,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,16,225,-11.250000000000025,-11.250000000000025,0.9684755489807352,0.15,0,out_of_energy,0,0,1,0,118,15,0,0,0,39,0.039847148819770396,0.08207456888514011,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,17,225,-11.250000000000025,-11.250000000000025,0.9665385978827737,0.15,0,out_of_energy,0,0,1,0,98,23,0,0,0,48,0.041859800257683745,0.06695732815625,0.0,0.0,0.99,8,exponential
q_learning,sparse_seed4,sparse,4,4a77b6e251,18,225,-11.250000000000025,-11.250000000000025,0.9646055206870082,0.15,0,out_of_energy,0,0,1,0,124,29,0,0,0,47,0.04017006333024201,0.07553574701800136,0.0,0.0,0.99,8,exponential
