episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
432,97000,"(5, 5, 0, 201)",1,-0.55,"(5, 6, 0, 200)",0,-0.58292,-0.542209,0.271407,0.15,0.99,0.421952
434,97500,"(5, 14, 0, 151)",3,-1.05,"(5, 14, 0, 150)",0,-1.006829,-1.038012,-0.207888,0.15,0.99,0.420266
436,98000,"(5, 14, 0, 101)",3,-0.55,"(5, 13, 0, 100)",0,-3.281234,-3.249639,0.210631,0.15,0.99,0.418587
438,98500,"(10, 15, 1, 51)",2,-0.55,"(11, 15, 1, 50)",0,-5.363092,-5.399949,-0.245719,0.15,0.99,0.416914
440,99000,"(3, 14, 1, 1)",0,-21.05,"(3, 14, 1, 0)",1,-6.664842,-8.822616,-14.385158,0.15,0.99,0.415248
443,99500,"(1, 13, 0, 176)",2,-1.05,"(1, 13, 0, 175)",0,-0.110262,-0.131425,-0.141088,0.15,0.99,0.412762
445,100000,"(3, 13, 0, 126)",0,-0.55,"(3, 14, 0, 125)",0,-0.17476,-0.110052,0.431389,0.15,0.99,0.411112
447,100500,"(10, 15, 1, 76)",0,0.45,"(9, 15, 1, 75)",0,-3.764178,-3.746715,0.11642,0.15,0.99,0.409469
449,101000,"(1, 15, 1, 26)",2,-0.55,"(2, 15, 1, 25)",0,-0.208137,-0.175532,0.217367,0.15,0.99,0.407833
452,101500,"(5, 9, 0, 201)",0,-0.55,"(5, 8, 0, 200)",0,1.325286,1.250423,-0.499089,0.15,0.99,0.405391
454,102000,"(3, 13, 0, 151)",2,-1.05,"(3, 13, 0, 150)",0,-0.155283,-0.220612,-0.435527,0.15,0.99,0.403771
456,102500,"(3, 12, 0, 101)",3,-1.05,"(3, 12, 0, 100)",0,-0.573278,-0.729918,-1.044267,0.15,0.99,0.402158
458,103000,"(9, 15, 1, 51)",2,-1.05,"(9, 15, 1, 50)",0,-5.935417,-6.084014,-0.990646,0.15,0.99,0.400551
460,103500,"(3, 15, 1, 1)",0,-19.55,"(2, 15, 1, 0)",1,-0.586578,-3.431092,-18.963422,0.15,0.99,0.39895
463,104000,"(3, 14, 0, 176)",3,0.45,"(3, 13, 0, 175)",0,0.157744,0.183494,0.171667,0.15,0.99,0.396561
465,104500,"(3, 11, 0, 126)",1,-0.55,"(3, 12, 0, 125)",0,-1.100085,-1.113082,-0.08665,0.15,0.99,0.394976
467,105000,"(9, 15, 0, 76)",2,0.45,"(10, 15, 0, 75)",0,6.934,6.896267,-0.251555,0.15,0.99,0.393398
469,105500,"(10, 15, 1, 26)",2,-0.55,"(11, 15, 1, 25)",0,-7.290908,-7.28734,0.023782,0.15,0.99,0.391826
472,106000,"(5, 4, 0, 201)",0,-1.05,"(5, 4, 0, 200)",0,-2.43947,-2.36106,0.522733,0.15,0.99,0.38948
474,106500,"(1, 15, 0, 151)",2,0.45,"(2, 15, 0, 150)",0,1.319169,1.303106,-0.107084,0.15,0.99,0.387923
476,107000,"(3, 11, 0, 101)",2,0.45,"(4, 11, 0, 100)",0,-1.020459,-1.004072,0.109245,0.15,0.99,0.386373
478,107500,"(5, 15, 1, 51)",3,0.45,"(5, 14, 1, 50)",0,1.157488,1.280501,0.820085,0.15,0.99,0.384829
480,108000,"(3, 13, 1, 1)",1,-19.55,"(3, 14, 1, 0)",1,-1.502951,-4.210008,-18.047049,0.15,0.99,0.383292
483,108500,"(1, 11, 0, 176)",1,0.45,"(1, 12, 0, 175)",0,1.614684,1.65824,0.290372,0.15,0.99,0.380996
485,109000,"(5, 12, 0, 126)",1,-1.05,"(5, 12, 0, 125)",0,-2.395297,-2.549204,-1.026047,0.15,0.99,0.379474
487,109500,"(5, 11, 1, 76)",0,-1.05,"(5, 11, 1, 75)",0,0.542311,0.383997,-1.055423,0.15,0.99,0.377958
489,110000,"(3, 2, 0, 26)",3,-0.55,"(3, 1, 0, 25)",0,-3.871313,-3.873001,-0.011257,0.15,0.99,0.376447
492,110500,"(4, 3, 0, 201)",1,-1.05,"(4, 3, 0, 200)",0,-3.400997,-3.391806,0.061271,0.15,0.99,0.374193
494,111000,"(1, 15, 0, 151)",2,-1.05,"(1, 15, 0, 150)",0,0.994236,0.835245,-1.059942,0.15,0.99,0.372698
496,111500,"(11, 15, 1, 101)",2,-1.05,"(11, 15, 1, 100)",0,-2.240365,-2.37965,-0.928564,0.15,0.99,0.371209
498,112000,"(1, 10, 1, 51)",3,0.45,"(1, 9, 1, 50)",0,0.924113,0.944717,0.137362,0.15,0.99,0.369725
500,112500,"(1, 8, 1, 1)",0,-20.55,"(1, 9, 1, 0)",1,-2.654385,-5.338728,-17.895615,0.15,0.99,0.368248
503,113000,"(1, 6, 0, 176)",1,0.45,"(1, 7, 0, 175)",0,2.307402,2.374976,0.450487,0.15,0.99,0.366043
505,113500,"(10, 15, 1, 126)",3,-1.05,"(10, 15, 1, 125)",0,-1.090185,-1.181019,-0.605562,0.15,0.99,0.36458
507,114000,"(5, 13, 1, 76)",3,0.45,"(5, 12, 1, 75)",0,1.101986,1.184957,0.553139,0.15,0.99,0.363123
509,114500,"(1, 8, 1, 26)",1,-0.55,"(1, 9, 1, 25)",0,-4.063417,-3.963889,0.663519,0.15,0.99,0.361672
512,115000,"(4, 9, 0, 201)",0,0.45,"(3, 9, 0, 200)",0,1.886592,2.039963,1.022474,0.15,0.99,0.359506
514,115500,"(6, 15, 0, 151)",3,-0.55,"(5, 15, 0, 150)",0,-2.164916,-2.118876,0.306933,0.15,0.99,0.35807
516,116000,"(9, 15, 1, 101)",1,-1.05,"(9, 15, 1, 100)",0,-4.407218,-4.558107,-1.005928,0.15,0.99,0.356639
518,116500,"(3, 14, 1, 51)",1,0.45,"(3, 15, 1, 50)",0,0.823353,0.894702,0.475664,0.15,0.99,0.355214
520,117000,"(1, 9, 1, 1)",0,-21.05,"(1, 9, 1, 0)",1,-3.967218,-6.529635,-17.082782,0.15,0.99,0.353794
523,117500,"(1, 11, 0, 176)",0,-1.05,"(1, 11, 0, 175)",0,0.608484,0.634663,0.174526,0.15,0.99,0.351676
525,118000,"(11, 15, 1, 126)",0,0.45,"(10, 15, 1, 125)",0,-1.680418,-1.649681,0.204917,0.15,0.99,0.350271
527,118500,"(5, 12, 1, 76)",1,-0.55,"(5, 13, 1, 75)",0,0.418192,0.571764,1.02381,0.15,0.99,0.348871
529,119000,"(1, 9, 1, 26)",1,-1.05,"(1, 9, 1, 25)",0,-5.533047,-5.682248,-0.99467,0.15,0.99,0.347477
532,119500,"(5, 5, 0, 201)",1,-0.55,"(5, 6, 0, 200)",0,1.251793,1.276054,0.161738,0.15,0.99,0.345396
534,120000,"(3, 13, 0, 151)",2,-1.05,"(3, 13, 0, 150)",0,-0.475538,-0.632325,-1.045245,0.15,0.99,0.344016
536,120500,"(3, 14, 1, 101)",1,0.45,"(3, 15, 1, 100)",0,-0.01452,0.091774,0.708629,0.15,0.99,0.342641
538,121000,"(3, 14, 1, 51)",0,-1.05,"(3, 14, 1, 50)",0,-0.331311,-0.27852,0.351943,0.15,0.99,0.341272
540,121500,"(7, 7, 1, 1)",3,-20.55,"(7, 6, 1, 0)",1,-2.755681,-5.424829,-17.794319,0.15,0.99,0.339908
543,122000,"(1, 12, 0, 176)",1,-1.05,"(1, 12, 0, 175)",0,1.823454,1.663219,-1.068235,0.15,0.99,0.337873
545,122500,"(3, 15, 0, 126)",3,0.45,"(3, 14, 0, 125)",0,-0.477164,-0.495572,-0.122724,0.15,0.99,0.336523
547,123000,"(5, 12, 1, 76)",3,0.45,"(5, 11, 1, 75)",0,1.886936,1.94927,0.415561,0.15,0.99,0.335178
549,123500,"(1, 4, 1, 26)",3,-6.05,"(1, 4, 1, 25)",0,-3.65445,-4.438249,-5.225331,0.15,0.99,0.333839
552,124000,"(3, 8, 0, 201)",3,0.45,"(3, 7, 0, 200)",0,2.117147,2.160386,0.28826,0.15,0.99,0.33184
554,124500,"(3, 13, 0, 151)",1,-0.55,"(3, 14, 0, 150)",0,-0.75657,-0.75617,0.002667,0.15,0.99,0.330514
556,125000,"(5, 12, 1, 101)",3,-1.05,"(5, 12, 1, 100)",0,1.068545,0.909442,-1.060685,0.15,0.99,0.329193
558,125500,"(7, 10, 1, 51)",1,-1.05,"(7, 10, 1, 50)",0,-0.8325,-0.865125,-0.2175,0.15,0.99,0.327877
560,126000,"(1, 7, 1, 1)",2,-21.05,"(1, 7, 1, 0)",1,-5.496381,-7.829424,-15.553619,0.15,0.99,0.326567
563,126500,"(1, 9, 0, 176)",1,0.45,"(1, 10, 0, 175)",0,2.503423,2.495353,-0.053801,0.15,0.99,0.324612
565,127000,"(5, 15, 1, 126)",3,0.45,"(5, 14, 1, 125)",0,0.285784,0.340099,0.362102,0.15,0.99,0.323315
567,127500,"(3, 15, 1, 76)",0,0.45,"(2, 15, 1, 75)",0,1.37541,1.432526,0.380774,0.15,0.99,0.322023
569,128000,"(6, 7, 1, 26)",2,0.45,"(7, 7, 1, 25)",0,-0.333252,-0.302279,0.206488,0.15,0.99,0.320736
572,128500,"(3, 6, 0, 201)",0,-1.05,"(3, 6, 0, 200)",0,0.70064,0.784912,0.561815,0.15,0.99,0.318815
574,129000,"(5, 13, 0, 151)",1,-1.05,"(5, 13, 0, 150)",0,-0.65323,-0.809751,-1.043468,0.15,0.99,0.317541
576,129500,"(5, 11, 1, 101)",0,-0.55,"(5, 12, 1, 100)",0,1.275409,1.190101,-0.568722,0.15,0.99,0.316272
578,130000,"(3, 5, 1, 51)",0,0.45,"(3, 6, 1, 50)",0,-0.376736,-0.173436,1.355333,0.15,0.99,0.315009
580,130500,"(9, 11, 1, 1)",0,-21.05,"(9, 11, 1, 0)",1,-2.131992,-4.969694,-18.918008,0.15,0.99,0.31375
583,131000,"(1, 11, 0, 176)",1,0.45,"(1, 12, 0, 175)",0,1.626345,1.680301,0.359706,0.15,0.99,0.311871
585,131500,"(11, 15, 1, 126)",1,-1.05,"(11, 15, 1, 125)",0,-3.840148,-3.980568,-0.93613,0.15,0.99,0.310625
587,132000,"(1, 7, 1, 76)",2,-1.05,"(1, 7, 1, 75)",0,-1.102004,-1.085453,0.110336,0.15,0.99,0.309384
589,132500,"(11, 11, 1, 26)",2,-1.05,"(11, 11, 1, 25)",0,-1.35884,-1.514302,-1.036412,0.15,0.99,0.308147
592,133000,"(5, 9, 0, 201)",0,-0.55,"(5, 8, 0, 200)",0,3.465024,3.383057,-0.546441,0.15,0.99,0.306302
594,133500,"(5, 11, 0, 141)",3,-1.05,"(5, 11, 0, 140)",0,-2.846664,-2.691014,1.03767,0.15,0.99,0.305078
596,134000,"(3, 11, 1, 91)",0,-1.05,"(3, 11, 1, 90)",0,-0.252321,-0.143581,0.724933,0.15,0.99,0.303859
598,134500,"(11, 10, 1, 41)",1,0.45,"(11, 11, 1, 40)",0,-0.007014,0.043012,0.333508,0.15,0.99,0.302645
601,135000,"(5, 3, 0, 216)",0,0.45,"(4, 3, 0, 215)",0,-0.861806,-0.699027,1.085193,0.15,0.99,0.300833
603,135500,"(3, 12, 0, 166)",3,0.45,"(3, 11, 0, 165)",0,-0.293102,-0.153968,0.927557,0.15,0.99,0.29963
605,136000,"(8, 15, 0, 116)",2,0.45,"(9, 15, 0, 115)",0,6.39962,6.420449,0.138859,0.15,0.99,0.298433
607,136500,"(1, 8, 1, 66)",3,0.45,"(1, 7, 1, 65)",0,0.327822,0.427458,0.66424,0.15,0.99,0.297241
609,137000,"(15, 11, 1, 16)",3,-0.55,"(15, 10, 1, 15)",0,-0.611609,-0.60756,0.026994,0.15,0.99,0.296053
612,137500,"(2, 15, 0, 166)",2,0.45,"(3, 15, 0, 165)",0,1.067171,1.15164,0.563122,0.15,0.99,0.29428
614,138000,"(1, 11, 1, 81)",3,0.45,"(1, 10, 1, 80)",0,0.256925,0.320755,0.425539,0.15,0.99,0.293104
617,138500,"(1, 1, 0, 223)",2,-1.05,"(1, 1, 0, 222)",0,-0.298684,-0.455736,-1.047013,0.15,0.99,0.291349
619,139000,"(3, 12, 1, 113)",1,0.45,"(3, 13, 1, 112)",0,0.0675,0.406099,2.257326,0.15,0.99,0.290185
622,139500,"(5, 7, 0, 194)",1,0.45,"(5, 8, 0, 193)",0,4.839733,4.88005,0.268783,0.15,0.99,0.288447
624,140000,"(5, 12, 0, 127)",1,0.45,"(5, 13, 0, 126)",0,1.238744,1.446033,1.381922,0.15,0.99,0.287294
626,140500,"(9, 11, 1, 46)",2,0.45,"(10, 11, 1, 45)",0,0.169145,0.264883,0.638256,0.15,0.99,0.286146
629,141000,"(5, 15, 0, 150)",2,0.45,"(6, 15, 0, 149)",0,-0.719544,-0.752579,-0.220234,0.15,0.99,0.284433
631,141500,"(1, 15, 1, 60)",3,-1.05,"(1, 15, 1, 59)",0,1.328245,1.168753,-1.063282,0.15,0.99,0.283296
633,142000,"(1, 13, 1, 10)",1,-0.55,"(1, 14, 1, 9)",0,-3.975106,-3.985129,-0.06682,0.15,0.99,0.282164
636,142500,"(5, 15, 0, 143)",3,-0.55,"(5, 14, 0, 142)",0,-0.948658,-0.953419,-0.03174,0.15,0.99,0.280475
638,143000,"(4, 9, 1, 60)",0,-0.55,"(3, 9, 1, 59)",0,0.0,0.043679,0.291194,0.15,0.99,0.279354
641,143500,"(5, 12, 0, 167)",1,0.45,"(5, 13, 0, 166)",0,0.636266,0.631567,-0.031327,0.15,0.99,0.277681
643,144000,"(1, 8, 1, 73)",3,0.45,"(1, 7, 1, 72)",0,0.712503,0.797465,0.566408,0.15,0.99,0.276572
646,144500,"(1, 6, 0, 200)",1,0.45,"(1, 7, 0, 199)",0,0.778882,0.832885,0.360021,0.15,0.99,0.274915
648,145000,"(3, 13, 1, 108)",1,0.45,"(3, 14, 1, 107)",0,1.325213,1.467032,0.945455,0.15,0.99,0.273817
650,145500,"(5, 9, 1, 58)",1,-1.05,"(5, 9, 1, 57)",0,-0.267496,-0.275264,-0.051789,0.15,0.99,0.272723
653,146000,"(5, 11, 0, 159)",1,0.45,"(5, 12, 0, 158)",0,1.013943,1.029842,0.105997,0.15,0.99,0.27109
655,146500,"(7, 6, 1, 38)",1,0.45,"(7, 7, 1, 37)",0,-0.415285,-0.409277,0.040053,0.15,0.99,0.270006
658,147000,"(1, 7, 0, 183)",1,0.45,"(1, 8, 0, 182)",0,1.791966,1.919592,0.850842,0.15,0.99,0.26839
660,147500,"(1, 8, 0, 133)",3,-0.55,"(1, 7, 0, 132)",0,0.494022,0.586384,0.615744,0.15,0.99,0.267317
662,148000,"(5, 7, 1, 52)",2,0.45,"(6, 7, 1, 51)",0,-0.0113,-0.030779,-0.12986,0.15,0.99,0.266249
665,148500,"(2, 5, 0, 191)",0,0.45,"(1, 5, 0, 190)",0,2.876044,2.85004,-0.173357,0.15,0.99,0.264655
667,149000,"(5, 13, 0, 141)",3,-0.55,"(5, 12, 0, 140)",0,-2.149454,-1.617911,3.543621,0.15,0.99,0.263597
669,149500,"(1, 15, 1, 91)",2,-0.55,"(2, 15, 1, 90)",0,0.152662,0.237997,0.568898,0.15,0.99,0.262544
672,150000,"(1, 8, 0, 183)",1,0.45,"(1, 9, 0, 182)",0,2.03499,2.147152,0.747745,0.15,0.99,0.260972
675,150500,"(5, 6, 0, 209)",1,-0.55,"(5, 7, 0, 208)",0,3.809233,3.852738,0.290033,0.15,0.99,0.259409
677,151000,"(4, 11, 1, 128)",0,0.45,"(3, 11, 1, 127)",0,1.045605,1.122249,0.51096,0.15,0.99,0.258372
680,151500,"(4, 1, 0, 222)",0,0.45,"(3, 1, 0, 221)",0,0.111928,0.231672,0.798295,0.15,0.99,0.256825
682,152000,"(6, 15, 0, 156)",2,-4.55,"(7, 15, 0, 155)",0,0.859171,0.978465,0.795294,0.15,0.99,0.255799
684,152500,"(15, 12, 1, 53)",2,-1.05,"(15, 12, 1, 52)",0,11.012378,13.902675,19.268649,0.15,0.99,0.254777
687,153000,"(10, 15, 1, 136)",0,0.45,"(9, 15, 1, 135)",0,-3.73219,-3.615485,0.778035,0.15,0.99,0.253251
689,153500,"(3, 6, 1, 41)",1,0.45,"(3, 7, 1, 40)",0,1.405124,1.494332,0.594719,0.15,0.99,0.252239
692,154000,"(5, 12, 0, 167)",1,0.45,"(5, 13, 0, 166)",0,0.520269,0.588422,0.454352,0.15,0.99,0.250729
694,154500,"(6, 9, 1, 63)",2,-1.05,"(6, 9, 1, 62)",0,0.882871,0.724047,-1.058829,0.15,0.99,0.249727
697,155000,"(1, 12, 0, 176)",1,0.45,"(1, 13, 0, 175)",0,2.103249,2.151392,0.320953,0.15,0.99,0.248231
699,155500,"(1, 8, 1, 76)",2,-1.05,"(1, 8, 1, 75)",0,0.145548,-0.012171,-1.051455,0.15,0.99,0.247239
702,156000,"(3, 6, 0, 183)",3,0.45,"(3, 5, 0, 182)",0,2.794403,2.878766,0.56242,0.15,0.99,0.245759
704,156500,"(1, 14, 1, 99)",3,-1.05,"(1, 14, 1, 98)",0,1.450164,1.290488,-1.064502,0.15,0.99,0.244777
707,157000,"(3, 2, 0, 220)",1,0.45,"(3, 3, 0, 219)",0,0.596731,0.613959,0.114853,0.15,0.99,0.243311
709,157500,"(11, 15, 1, 136)",1,-1.05,"(11, 15, 1, 135)",0,-5.187801,-5.028111,1.064601,0.15,0.99,0.242339
711,158000,"(1, 6, 1, 69)",3,0.45,"(1, 5, 1, 68)",0,0.045404,0.04488,-0.00349,0.15,0.99,0.241371
714,158500,"(1, 5, 0, 184)",1,0.45,"(1, 6, 0, 183)",0,3.041698,3.017339,-0.162393,0.15,0.99,0.239925
716,159000,"(1, 12, 1, 89)",0,-1.05,"(1, 12, 1, 88)",0,0.044732,0.139868,0.634238,0.15,0.99,0.238966
718,159500,"(3, 11, 1, 4)",2,-0.55,"(4, 11, 1, 3)",0,-2.993073,-3.184766,-1.27795,0.15,0.99,0.238012
721,160000,"(2, 15, 1, 112)",0,0.45,"(1, 15, 1, 111)",0,2.156774,2.208052,0.341852,0.15,0.99,0.236586
723,160500,"(6, 9, 1, 34)",2,0.45,"(7, 9, 1, 33)",0,0.770684,0.648999,-0.811233,0.15,0.99,0.235641
726,161000,"(5, 4, 0, 209)",1,-0.55,"(5, 5, 0, 208)",0,2.352467,2.350897,-0.010462,0.15,0.99,0.23423
728,161500,"(5, 13, 0, 159)",0,-1.05,"(5, 13, 0, 158)",0,0.053605,0.065235,0.077531,0.15,0.99,0.233294
730,162000,"(1, 11, 1, 84)",3,-1.05,"(1, 11, 1, 83)",0,1.431599,1.271951,-1.064316,0.15,0.99,0.232362
732,162500,"(8, 9, 1, 22)",2,0.45,"(9, 9, 1, 21)",0,-0.630178,-0.663221,-0.220288,0.15,0.99,0.231433
735,163000,"(5, 13, 0, 149)",1,0.45,"(5, 14, 0, 148)",0,1.323243,1.346582,0.155592,0.15,0.99,0.230047
737,163500,"(5, 7, 1, 44)",2,0.45,"(5, 8, 1, 43)",0,-0.235901,-0.071243,1.097724,0.15,0.99,0.229128
740,164000,"(5, 9, 0, 193)",0,0.45,"(4, 9, 0, 192)",0,4.25902,4.237903,-0.140779,0.15,0.99,0.227756
742,164500,"(1, 13, 1, 96)",3,-1.05,"(1, 13, 1, 95)",0,1.152424,0.993196,-1.061524,0.15,0.99,0.226846
745,165000,"(1, 14, 0, 165)",1,0.45,"(1, 15, 0, 164)",0,2.503872,2.618855,0.766551,0.15,0.99,0.225488
747,165500,"(1, 14, 1, 42)",1,-0.55,"(1, 15, 1, 41)",0,-1.221637,-1.19538,0.175046,0.15,0.99,0.224587
750,166000,"(5, 11, 0, 153)",1,0.45,"(5, 12, 0, 152)",0,2.073657,2.077227,0.023797,0.15,0.99,0.223242
753,166500,"(5, 8, 0, 204)",1,-1.05,"(5, 8, 0, 203)",0,4.221405,4.057573,-1.092214,0.15,0.99,0.221905
755,167000,"(12, 11, 1, 74)",2,-1.05,"(12, 11, 1, 73)",0,10.205074,10.032266,-1.152051,0.15,0.99,0.221018
758,167500,"(1, 10, 0, 173)",2,-0.55,"(1, 9, 0, 172)",0,1.568908,1.74336,1.163013,0.15,0.99,0.219695
760,168000,"(1, 5, 1, 94)",1,-0.55,"(1, 6, 1, 93)",0,-1.007348,-0.98592,0.142853,0.15,0.99,0.218817
763,168500,"(3, 15, 0, 161)",3,0.45,"(3, 14, 0, 160)",0,2.839421,2.893067,0.357643,0.15,0.99,0.217507
765,169000,"(8, 9, 1, 46)",2,0.45,"(9, 9, 1, 45)",0,2.504033,2.602736,0.658016,0.15,0.99,0.216637
768,169500,"(1, 15, 0, 143)",2,-1.05,"(1, 15, 0, 142)",0,2.693858,2.532317,-1.076939,0.15,0.99,0.21534
770,170000,"(6, 15, 1, 71)",0,-1.05,"(6, 15, 1, 70)",0,2.906245,2.744386,-1.079062,0.15,0.99,0.21448
773,170500,"(5, 4, 0, 197)",1,-0.55,"(5, 5, 0, 196)",0,1.106197,1.297476,1.275199,0.15,0.99,0.213195
775,171000,"(8, 15, 0, 129)",2,0.45,"(9, 15, 0, 128)",0,7.104935,7.207275,0.682262,0.15,0.99,0.212343
778,171500,"(3, 3, 0, 208)",3,0.45,"(2, 3, 0, 207)",0,-0.773743,-0.784729,-0.073241,0.15,0.99,0.211072
780,172000,"(10, 11, 1, 80)",3,-1.05,"(10, 11, 1, 79)",0,0.220355,1.427045,8.0446,0.15,0.99,0.210229
783,172500,"(5, 11, 0, 131)",0,-0.55,"(4, 11, 0, 130)",0,-2.416203,-1.884263,3.546264,0.15,0.99,0.20897
785,173000,"(15, 13, 1, 39)",0,0.45,"(14, 13, 1, 38)",0,84.357883,85.397833,6.932995,0.15,0.99,0.208135
788,173500,"(3, 15, 1, 122)",0,0.45,"(2, 15, 1, 121)",0,1.365031,1.433426,0.455965,0.15,0.99,0.206888
791,174000,"(2, 15, 0, 181)",2,0.45,"(3, 15, 0, 180)",0,2.241773,2.272243,0.203135,0.15,0.99,0.205649
794,174500,"(3, 2, 0, 217)",1,0.45,"(3, 3, 0, 216)",0,-0.934778,-0.844543,0.601565,0.15,0.99,0.204418
796,175000,"(1, 6, 1, 88)",3,0.45,"(1, 5, 1, 87)",0,-0.364579,-0.263507,0.673815,0.15,0.99,0.203601
799,175500,"(3, 12, 1, 125)",1,-1.05,"(3, 12, 1, 124)",0,2.594043,2.432652,-1.07594,0.15,0.99,0.202382
802,176000,"(6, 15, 0, 161)",2,-4.55,"(7, 15, 0, 160)",0,2.8969,2.937455,0.270369,0.15,0.99,0.20117
805,176500,"(3, 2, 0, 222)",1,0.45,"(3, 3, 0, 221)",0,-0.598468,-0.542379,0.373929,0.15,0.99,0.199966
807,177000,"(1, 5, 1, 90)",1,-0.55,"(1, 6, 1, 89)",0,-0.346624,-0.373489,-0.179101,0.15,0.99,0.199166
810,177500,"(3, 11, 1, 127)",1,0.45,"(3, 12, 1, 126)",0,2.547791,2.602382,0.363938,0.15,0.99,0.197974
813,178000,"(1, 5, 0, 197)",1,0.45,"(1, 6, 0, 196)",0,3.812203,3.85019,0.253243,0.15,0.99,0.196788
815,178500,"(9, 11, 1, 73)",2,0.45,"(10, 11, 1, 72)",0,16.97234,17.090221,0.785877,0.15,0.99,0.196002
818,179000,"(5, 14, 1, 120)",3,0.45,"(5, 13, 1, 119)",0,3.366656,3.435029,0.455817,0.15,0.99,0.194828
821,179500,"(4, 11, 0, 166)",3,0.45,"(5, 11, 0, 165)",0,1.023702,1.438948,2.768308,0.15,0.99,0.193662
823,180000,"(9, 10, 1, 70)",1,0.45,"(9, 11, 1, 69)",0,18.286364,18.664181,2.518783,0.15,0.99,0.192888
826,180500,"(1, 10, 1, 115)",3,0.45,"(1, 9, 1, 114)",0,0.326897,0.335506,0.057391,0.15,0.99,0.191733
829,181000,"(5, 14, 0, 159)",1,-1.05,"(5, 14, 0, 158)",0,3.34609,3.183571,-1.083461,0.15,0.99,0.190585
832,181500,"(4, 9, 0, 206)",0,0.45,"(3, 9, 0, 205)",0,4.000919,4.087714,0.578637,0.15,0.99,0.189444
834,182000,"(6, 9, 1, 65)",3,-1.05,"(6, 9, 1, 64)",0,2.227535,3.123657,5.974144,0.15,0.99,0.188687
837,182500,"(3, 13, 1, 121)",1,0.45,"(3, 14, 1, 120)",0,2.151675,2.148115,-0.023735,0.15,0.99,0.187557
840,183000,"(11, 15, 1, 149)",0,0.45,"(10, 15, 1, 148)",0,-2.076499,-2.024555,0.346292,0.15,0.99,0.186434
843,183500,"(5, 7, 0, 206)",1,0.45,"(5, 8, 0, 205)",0,4.711739,4.725712,0.093157,0.15,0.99,0.185317
845,184000,"(15, 11, 1, 69)",3,-0.55,"(15, 10, 1, 68)",0,24.491038,27.343231,19.014619,0.15,0.99,0.184577
848,184500,"(1, 6, 1, 100)",3,0.45,"(1, 5, 1, 99)",0,0.781247,0.774294,-0.046353,0.15,0.99,0.183471
851,185000,"(1, 7, 0, 184)",1,-1.05,"(1, 7, 0, 183)",0,3.902383,3.739029,-1.089024,0.15,0.99,0.182373
853,185500,"(13, 13, 1, 40)",0,-1.05,"(13, 13, 1, 39)",0,72.993517,72.726527,-1.779935,0.15,0.99,0.181644
856,186000,"(1, 12, 1, 97)",3,0.45,"(1, 11, 1, 96)",0,1.220529,1.309561,0.593548,0.15,0.99,0.180556
859,186500,"(5, 13, 0, 144)",1,0.45,"(5, 14, 0, 143)",0,2.616871,2.662484,0.304084,0.15,0.99,0.179475
862,187000,"(2, 15, 0, 177)",2,0.45,"(3, 15, 0, 176)",0,2.66046,2.734973,0.496756,0.15,0.99,0.1784
864,187500,"(15, 14, 1, 55)",0,0.45,"(14, 14, 1, 54)",0,95.778703,96.130528,2.345498,0.15,0.99,0.177688
867,188000,"(1, 9, 1, 102)",3,0.45,"(1, 8, 1, 101)",0,1.406926,1.412337,0.036072,0.15,0.99,0.176624
870,188500,"(7, 15, 1, 137)",0,0.45,"(6, 15, 1, 136)",0,1.798232,2.204795,2.710422,0.15,0.99,0.175566
873,189000,"(5, 13, 0, 172)",3,-0.55,"(5, 12, 0, 171)",0,1.261907,1.262754,0.005647,0.15,0.99,0.174515
876,189500,"(3, 2, 0, 207)",1,-1.05,"(3, 2, 0, 206)",0,-0.31714,-0.474164,-1.046829,0.15,0.99,0.17347
878,190000,"(9, 11, 1, 67)",2,0.45,"(10, 11, 1, 66)",0,59.425927,60.103004,4.513853,0.15,0.99,0.172777
881,190500,"(3, 11, 1, 124)",1,0.45,"(3, 12, 1, 123)",0,2.867463,2.870005,0.016946,0.15,0.99,0.171742
884,191000,"(3, 12, 0, 166)",3,0.45,"(3, 11, 0, 165)",0,3.984394,4.043267,0.392486,0.15,0.99,0.170714
887,191500,"(3, 1, 0, 212)",1,0.45,"(3, 2, 0, 211)",0,-0.02336,0.043924,0.44856,0.15,0.99,0.169691
889,192000,"(5, 9, 1, 73)",2,0.45,"(6, 9, 1, 72)",0,26.736742,27.422634,4.572616,0.15,0.99,0.169013
892,192500,"(9, 15, 1, 126)",1,-0.55,"(10, 15, 1, 125)",0,-3.637648,-3.615955,0.144623,0.15,0.99,0.168001
895,193000,"(6, 7, 0, 211)",0,0.45,"(5, 7, 0, 210)",0,4.731145,4.86201,0.872434,0.15,0.99,0.166995
897,193500,"(3, 6, 1, 77)",1,0.45,"(3, 7, 1, 76)",0,14.356752,14.940617,3.892436,0.15,0.99,0.166328
900,194000,"(3, 11, 1, 123)",1,0.45,"(3, 12, 1, 122)",0,2.69769,2.729468,0.211856,0.15,0.99,0.165332
903,194500,"(3, 14, 0, 177)",1,-0.55,"(3, 15, 0, 176)",0,1.241475,1.537357,1.972543,0.15,0.99,0.164342
906,195000,"(3, 2, 0, 221)",1,-1.05,"(3, 2, 0, 220)",0,0.244309,0.086443,-1.052443,0.15,0.99,0.163358
