episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
160,36000,"(14, 5, 0, 1)",0,-0.05,"(13, 5, 0, 0)",1,-0.035424,-0.037611,-0.014576,0.15,0.99,0.280714
163,36500,"(7, 10, 0, 176)",2,-0.05,"(7, 10, 0, 175)",0,-0.028657,-0.036114,-0.049713,0.15,0.99,0.267143
165,37000,"(5, 8, 0, 126)",2,-0.05,"(5, 8, 0, 125)",0,-0.08942,-0.096786,-0.049106,0.15,0.99,0.258095
167,37500,"(9, 8, 0, 76)",1,-0.05,"(9, 9, 0, 75)",0,-0.035973,-0.044319,-0.055641,0.15,0.99,0.249048
169,38000,"(7, 12, 0, 26)",3,-0.05,"(7, 11, 0, 25)",0,-0.071235,-0.079379,-0.054293,0.15,0.99,0.24
172,38500,"(4, 3, 0, 201)",2,-0.05,"(5, 3, 0, 200)",0,-0.234183,-0.236333,-0.014335,0.15,0.99,0.226429
174,39000,"(9, 9, 0, 151)",0,-0.05,"(9, 10, 0, 150)",0,-0.031172,-0.037051,-0.039195,0.15,0.99,0.217381
176,39500,"(13, 5, 0, 101)",0,-0.05,"(12, 5, 0, 100)",0,-0.036281,-0.040894,-0.030759,0.15,0.99,0.208333
178,40000,"(12, 5, 0, 51)",2,-0.05,"(13, 5, 0, 50)",0,-0.032785,-0.040604,-0.052123,0.15,0.99,0.199286
180,40500,"(5, 6, 0, 1)",2,-0.05,"(5, 6, 0, 0)",1,-0.077638,-0.073492,0.027638,0.15,0.99,0.190238
183,41000,"(1, 12, 0, 176)",0,-0.05,"(1, 12, 0, 175)",0,-0.014989,-0.022301,-0.048748,0.15,0.99,0.176667
185,41500,"(7, 1, 0, 126)",1,-0.05,"(7, 1, 0, 125)",0,-0.113526,-0.120856,-0.048865,0.15,0.99,0.167619
187,42000,"(10, 13, 0, 76)",3,-0.05,"(10, 13, 0, 75)",0,-0.043085,-0.05052,-0.049569,0.15,0.99,0.158571
189,42500,"(6, 1, 0, 26)",2,-0.05,"(7, 1, 0, 25)",0,-0.075171,-0.081323,-0.041013,0.15,0.99,0.149524
192,43000,"(1, 3, 0, 201)",0,-0.05,"(1, 3, 0, 200)",0,-0.200786,-0.207985,-0.047992,0.15,0.99,0.135952
194,43500,"(8, 5, 0, 151)",0,-0.05,"(8, 5, 0, 150)",0,-0.133084,-0.140385,-0.048669,0.15,0.99,0.126905
196,44000,"(7, 11, 0, 101)",3,-0.05,"(7, 11, 0, 100)",0,-0.064196,-0.0716,-0.049358,0.15,0.99,0.117857
198,44500,"(3, 14, 0, 51)",1,-0.05,"(3, 15, 0, 50)",0,-0.046736,-0.055447,-0.058074,0.15,0.99,0.10881
200,45000,"(11, 11, 0, 1)",3,-0.05,"(11, 10, 0, 0)",1,-0.067031,-0.064476,0.017031,0.15,0.99,0.099762
203,45500,"(12, 1, 0, 176)",2,-0.05,"(13, 1, 0, 175)",0,-0.120149,-0.123587,-0.022921,0.15,0.99,0.08619
205,46000,"(10, 9, 0, 126)",0,-0.05,"(9, 9, 0, 125)",0,-0.058427,-0.066267,-0.052264,0.15,0.99,0.077143
207,46500,"(8, 13, 0, 76)",0,-0.05,"(7, 13, 0, 75)",0,-0.064238,-0.071685,-0.049649,0.15,0.99,0.068095
209,47000,"(13, 9, 0, 26)",3,-0.05,"(13, 8, 0, 25)",0,-0.041507,-0.050792,-0.061903,0.15,0.99,0.059048
212,47500,"(1, 3, 0, 201)",3,-0.05,"(1, 3, 0, 200)",0,-0.213298,-0.220478,-0.047867,0.15,0.99,0.05
214,48000,"(12, 7, 0, 151)",2,-0.05,"(13, 7, 0, 150)",0,-0.0075,-0.013875,-0.0425,0.15,0.99,0.05
216,48500,"(13, 11, 0, 101)",3,-0.05,"(13, 11, 0, 100)",0,-0.044332,-0.051766,-0.049557,0.15,0.99,0.05
218,49000,"(7, 11, 0, 51)",1,-0.05,"(7, 12, 0, 50)",0,-0.059048,-0.066521,-0.04982,0.15,0.99,0.05
220,49500,"(3, 12, 0, 1)",3,-0.05,"(3, 11, 0, 0)",1,-0.06451,-0.062334,0.01451,0.15,0.99,0.05
223,50000,"(14, 5, 0, 176)",1,-0.05,"(14, 5, 0, 175)",0,-0.022466,-0.029933,-0.049775,0.15,0.99,0.05
225,50500,"(3, 6, 0, 126)",1,-0.05,"(3, 7, 0, 125)",0,-0.110215,-0.117327,-0.047411,0.15,0.99,0.05
227,51000,"(12, 1, 0, 76)",0,-0.05,"(11, 1, 0, 75)",0,-0.092882,-0.099507,-0.044166,0.15,0.99,0.05
229,51500,"(12, 1, 0, 26)",0,-0.05,"(11, 1, 0, 25)",0,-0.058341,-0.068513,-0.067813,0.15,0.99,0.05
232,52000,"(12, 1, 0, 201)",1,-0.05,"(12, 1, 0, 200)",0,-0.057281,-0.064695,-0.049427,0.15,0.99,0.05
234,52500,"(5, 6, 0, 151)",1,-0.05,"(5, 7, 0, 150)",0,-0.146256,-0.15264,-0.042561,0.15,0.99,0.05
236,53000,"(15, 1, 0, 101)",1,-0.05,"(15, 1, 0, 100)",0,-0.08846,-0.095828,-0.049115,0.15,0.99,0.05
238,53500,"(10, 13, 0, 51)",0,-0.05,"(9, 13, 0, 50)",0,-0.111216,-0.116028,-0.032081,0.15,0.99,0.05
240,54000,"(10, 3, 0, 1)",1,-0.05,"(9, 3, 0, 0)",1,-0.123557,-0.112523,0.073557,0.15,0.99,0.05
243,54500,"(3, 7, 0, 176)",1,-0.05,"(3, 8, 0, 175)",0,-0.137989,-0.144355,-0.04244,0.15,0.99,0.05
245,55000,"(3, 5, 0, 126)",1,-0.05,"(3, 6, 0, 125)",0,-0.139299,-0.144869,-0.037133,0.15,0.99,0.05
247,55500,"(6, 7, 0, 76)",3,-0.05,"(6, 7, 0, 75)",0,-0.114483,-0.121811,-0.048855,0.15,0.99,0.05
249,56000,"(1, 8, 0, 26)",0,-0.05,"(1, 8, 0, 25)",0,-0.107843,-0.115181,-0.048922,0.15,0.99,0.05
252,56500,"(1, 5, 0, 201)",0,-0.05,"(1, 4, 0, 200)",0,-0.150712,-0.164103,-0.089276,0.15,0.99,0.05
254,57000,"(3, 14, 0, 151)",3,-0.05,"(3, 13, 0, 150)",0,-0.039296,-0.04664,-0.048964,0.15,0.99,0.05
256,57500,"(9, 8, 0, 101)",2,-0.05,"(9, 8, 0, 100)",0,-0.114191,-0.12152,-0.048858,0.15,0.99,0.05
258,58000,"(12, 7, 0, 51)",0,-0.05,"(11, 7, 0, 50)",0,-0.110849,-0.116132,-0.035215,0.15,0.99,0.05
260,58500,"(9, 5, 0, 1)",0,-0.05,"(8, 5, 0, 0)",1,-0.09468,-0.087978,0.04468,0.15,0.99,0.05
263,59000,"(8, 5, 0, 176)",0,-0.05,"(7, 5, 0, 175)",0,-0.141186,-0.149439,-0.055019,0.15,0.99,0.05
265,59500,"(7, 13, 0, 126)",0,-0.05,"(7, 13, 0, 125)",0,-0.086131,-0.093502,-0.049139,0.15,0.99,0.05
267,60000,"(14, 5, 0, 76)",3,-0.05,"(14, 5, 0, 75)",0,-0.086904,-0.094274,-0.049131,0.15,0.99,0.05
269,60500,"(5, 8, 0, 26)",2,-0.05,"(5, 8, 0, 25)",0,-0.093341,-0.100701,-0.049067,0.15,0.99,0.05
272,61000,"(7, 6, 0, 201)",0,-0.05,"(7, 6, 0, 200)",0,-0.014989,-0.022466,-0.04985,0.15,0.99,0.05
274,61500,"(1, 12, 0, 151)",0,-0.05,"(1, 12, 0, 150)",0,-0.116926,-0.124251,-0.048831,0.15,0.99,0.05
276,62000,"(1, 10, 0, 101)",2,-0.05,"(1, 10, 0, 100)",0,-0.107012,-0.114352,-0.04893,0.15,0.99,0.05
278,62500,"(15, 5, 0, 51)",1,-0.05,"(14, 5, 0, 50)",0,-0.106766,-0.114687,-0.052806,0.15,0.99,0.05
280,63000,"(6, 1, 0, 1)",2,-0.05,"(7, 1, 0, 0)",1,-0.111293,-0.102099,0.061293,0.15,0.99,0.05
283,63500,"(7, 11, 0, 176)",0,-0.05,"(7, 11, 0, 175)",0,-0.066562,-0.073963,-0.049334,0.15,0.99,0.05
285,64000,"(13, 8, 0, 126)",1,-0.05,"(13, 8, 0, 125)",0,-0.049591,-0.057016,-0.049504,0.15,0.99,0.05
287,64500,"(2, 1, 0, 76)",3,-0.05,"(2, 1, 0, 75)",0,-0.144129,-0.151413,-0.048559,0.15,0.99,0.05
289,65000,"(5, 11, 0, 26)",1,-0.05,"(5, 12, 0, 25)",0,-0.074205,-0.078793,-0.030588,0.15,0.99,0.05
292,65500,"(12, 1, 0, 201)",2,-0.05,"(13, 1, 0, 200)",0,-0.081295,-0.084656,-0.022409,0.15,0.99,0.05
294,66000,"(9, 9, 0, 151)",2,-0.05,"(10, 9, 0, 150)",0,-0.093482,-0.09945,-0.039785,0.15,0.99,0.05
296,66500,"(10, 3, 0, 101)",3,-0.05,"(10, 3, 0, 100)",0,-0.110021,-0.117356,-0.0489,0.15,0.99,0.05
298,67000,"(3, 15, 0, 51)",0,-0.05,"(2, 15, 0, 50)",0,-0.099423,-0.10864,-0.061453,0.15,0.99,0.05
300,67500,"(10, 9, 0, 1)",1,-0.05,"(10, 9, 0, 0)",1,-0.131303,-0.119108,0.081303,0.15,0.99,0.05
