episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
3,500,"(3, 3, 0, 176)",2,-0.05,"(4, 3, 0, 175)",0,-0.0075,-0.013875,-0.0425,0.15,0.99,0.996004
5,1000,"(5, 3, 0, 126)",0,-0.05,"(4, 3, 0, 125)",0,-0.014989,-0.021354,-0.042436,0.15,0.99,0.992024
7,1500,"(5, 1, 0, 76)",3,-0.05,"(5, 1, 0, 75)",0,0.0,-0.0075,-0.05,0.15,0.99,0.98806
9,2000,"(3, 3, 0, 26)",3,-0.05,"(3, 2, 0, 25)",0,-0.0075,-0.013875,-0.0425,0.15,0.99,0.984112
12,2500,"(1, 1, 0, 201)",0,-0.05,"(1, 1, 0, 200)",0,-0.158054,-0.162008,-0.026356,0.15,0.99,0.978219
14,3000,"(6, 7, 0, 151)",2,-0.05,"(7, 7, 0, 150)",0,0.0,-0.0075,-0.05,0.15,0.99,0.97431
16,3500,"(5, 3, 0, 101)",1,-0.05,"(5, 4, 0, 100)",0,-0.034723,-0.041891,-0.047786,0.15,0.99,0.970416
18,4000,"(12, 11, 0, 51)",1,-0.05,"(12, 11, 0, 50)",0,0.0,-0.0075,-0.05,0.15,0.99,0.966539
20,4500,"(6, 3, 0, 1)",1,-0.05,"(6, 3, 0, 0)",1,-0.019294,-0.0239,-0.030706,0.15,0.99,0.962676
23,5000,"(5, 1, 0, 176)",2,-0.05,"(6, 1, 0, 175)",0,-0.041225,-0.046681,-0.036373,0.15,0.99,0.956912
25,5500,"(8, 1, 0, 126)",3,-0.05,"(8, 1, 0, 125)",0,-0.024521,-0.031373,-0.045683,0.15,0.99,0.953088
27,6000,"(1, 3, 0, 76)",2,-0.05,"(2, 3, 0, 75)",0,-0.039725,-0.045711,-0.039908,0.15,0.99,0.949279
29,6500,"(1, 13, 0, 26)",0,-0.05,"(1, 12, 0, 25)",0,-0.019294,-0.0239,-0.030706,0.15,0.99,0.945486
32,7000,"(2, 1, 0, 201)",1,-0.05,"(2, 1, 0, 200)",0,-0.167243,-0.172369,-0.034178,0.15,0.99,0.939825
34,7500,"(2, 1, 0, 151)",1,-0.05,"(3, 1, 0, 150)",0,-0.022466,-0.032148,-0.064548,0.15,0.99,0.936069
