episode,update,state,action,reward,next_state,done,q_old,q_new,td_error,alpha,gamma,epsilon
103,23000,"(5, 3, 0, 176)",2,-0.55,"(6, 3, 0, 175)",0,-0.454991,-0.420385,0.230705,0.15,0.99,0.538571
105,23500,"(5, 14, 0, 126)",0,-1.05,"(5, 14, 0, 125)",0,-0.144954,-0.285904,-0.939667,0.15,0.99,0.529524
107,24000,"(5, 15, 0, 76)",2,0.45,"(6, 15, 0, 75)",0,-0.832985,-0.869042,-0.240381,0.15,0.99,0.520476
109,24500,"(9, 15, 0, 26)",0,-0.55,"(8, 15, 0, 25)",0,-0.072476,-0.100417,-0.186269,0.15,0.99,0.511429
112,25000,"(1, 3, 0, 201)",3,-1.05,"(1, 3, 0, 200)",0,-2.657843,-2.768352,-0.73673,0.15,0.99,0.497857
114,25500,"(4, 1, 0, 151)",0,0.45,"(3, 1, 0, 150)",0,-0.058643,-0.011501,0.314275,0.15,0.99,0.48881
116,26000,"(3, 3, 0, 101)",2,-0.55,"(4, 3, 0, 100)",0,-1.003629,-1.017638,-0.093397,0.15,0.99,0.479762
118,26500,"(4, 3, 0, 51)",3,-1.05,"(4, 3, 0, 50)",0,-0.609173,-0.717798,-0.724162,0.15,0.99,0.470714
120,27000,"(1, 3, 0, 1)",0,-21.05,"(1, 3, 0, 0)",1,-2.563359,-5.336355,-18.486641,0.15,0.99,0.461667
123,27500,"(2, 1, 0, 176)",2,0.45,"(3, 1, 0, 175)",0,0.108013,0.091682,-0.108871,0.15,0.99,0.448095
125,28000,"(5, 14, 0, 126)",3,-1.05,"(5, 14, 0, 125)",0,-0.34392,-0.500904,-1.046561,0.15,0.99,0.439048
127,28500,"(3, 2, 0, 76)",1,0.45,"(3, 3, 0, 75)",0,-0.655748,-0.647826,0.052819,0.15,0.99,0.43
129,29000,"(3, 3, 0, 26)",2,-0.55,"(4, 3, 0, 25)",0,-1.395837,-1.344113,0.344827,0.15,0.99,0.420952
132,29500,"(1, 3, 0, 201)",0,-1.05,"(1, 3, 0, 200)",0,-3.166089,-3.282338,-0.774993,0.15,0.99,0.407381
134,30000,"(5, 4, 0, 151)",3,-1.05,"(5, 4, 0, 150)",0,-0.342719,-0.499705,-1.046573,0.15,0.99,0.398333
136,30500,"(8, 15, 0, 101)",2,0.45,"(9, 15, 0, 100)",0,0.392531,0.501383,0.725678,0.15,0.99,0.389286
138,31000,"(5, 15, 1, 51)",1,-1.05,"(5, 15, 1, 50)",0,-0.444815,-0.540024,-0.634731,0.15,0.99,0.380238
140,31500,"(3, 6, 0, 1)",0,-19.55,"(3, 5, 0, 0)",1,-0.46883,-3.331006,-19.08117,0.15,0.99,0.37119
143,32000,"(5, 9, 0, 176)",0,0.45,"(4, 9, 0, 175)",0,0.192188,0.246919,0.364872,0.15,0.99,0.357619
145,32500,"(3, 1, 0, 126)",1,0.45,"(3, 2, 0, 125)",0,-0.828267,-0.859336,-0.207126,0.15,0.99,0.348571
147,33000,"(2, 5, 0, 76)",0,0.45,"(1, 5, 0, 75)",0,0.7427,0.788816,0.307442,0.15,0.99,0.339524
149,33500,"(3, 2, 0, 26)",1,0.45,"(3, 3, 0, 25)",0,-1.44254,-1.410543,0.213313,0.15,0.99,0.330476
152,34000,"(2, 3, 0, 201)",0,0.45,"(1, 3, 0, 200)",0,-2.551948,-2.585,-0.220346,0.15,0.99,0.316905
154,34500,"(4, 1, 0, 151)",2,-0.55,"(5, 1, 0, 150)",0,-0.641147,-0.609857,0.2086,0.15,0.99,0.307857
156,35000,"(5, 3, 0, 101)",2,-0.55,"(6, 3, 0, 100)",0,-0.626559,-0.647003,-0.136296,0.15,0.99,0.29881
158,35500,"(5, 12, 0, 51)",3,-0.55,"(5, 11, 0, 50)",0,-0.366617,-0.395522,-0.192704,0.15,0.99,0.289762
160,36000,"(1, 10, 1, 1)",1,-20.55,"(1, 11, 1, 0)",1,-0.278708,-3.319402,-20.271292,0.15,0.99,0.280714
163,36500,"(3, 2, 0, 176)",3,-0.55,"(3, 1, 0, 175)",0,-1.954697,-1.924873,0.198827,0.15,0.99,0.267143
165,37000,"(3, 2, 0, 126)",3,-0.55,"(3, 1, 0, 125)",0,-1.961909,-1.927188,0.231477,0.15,0.99,0.258095
167,37500,"(5, 3, 0, 76)",2,-0.55,"(6, 3, 0, 75)",0,-0.580618,-0.596205,-0.103912,0.15,0.99,0.249048
169,38000,"(3, 2, 0, 26)",3,-0.55,"(3, 1, 0, 25)",0,-2.982057,-2.787925,1.294216,0.15,0.99,0.24
172,38500,"(6, 3, 0, 201)",0,0.45,"(5, 3, 0, 200)",0,-0.519222,-0.528831,-0.064062,0.15,0.99,0.226429
174,39000,"(3, 11, 0, 151)",2,-0.55,"(3, 12, 0, 150)",0,0.727425,0.671745,-0.3712,0.15,0.99,0.217381
176,39500,"(9, 15, 1, 101)",2,-0.55,"(10, 15, 1, 100)",0,-0.526009,-0.551496,-0.169912,0.15,0.99,0.208333
178,40000,"(5, 3, 0, 51)",1,-0.55,"(5, 4, 0, 50)",0,-1.116189,-1.126362,-0.067822,0.15,0.99,0.199286
180,40500,"(4, 1, 0, 1)",0,-19.55,"(3, 1, 0, 0)",1,-0.767372,-3.584766,-18.782628,0.15,0.99,0.190238
183,41000,"(2, 1, 0, 176)",0,-0.55,"(1, 1, 0, 175)",0,-1.039464,-1.013979,0.169899,0.15,0.99,0.176667
185,41500,"(4, 9, 0, 126)",0,0.45,"(3, 9, 0, 125)",0,-0.097813,-0.005617,0.614638,0.15,0.99,0.167619
187,42000,"(3, 1, 0, 76)",1,0.45,"(3, 2, 0, 75)",0,-1.128645,-1.145594,-0.112993,0.15,0.99,0.158571
189,42500,"(3, 2, 0, 26)",1,0.45,"(3, 3, 0, 25)",0,-2.908565,-2.952101,-0.290243,0.15,0.99,0.149524
192,43000,"(1, 9, 0, 201)",1,0.45,"(1, 10, 0, 200)",0,0.027816,0.111469,0.557689,0.15,0.99,0.135952
194,43500,"(5, 14, 0, 151)",1,-1.05,"(5, 14, 0, 150)",0,-0.176234,-0.33347,-1.048238,0.15,0.99,0.126905
196,44000,"(5, 14, 0, 101)",3,-1.05,"(5, 14, 0, 100)",0,-1.639075,-1.794117,-1.033609,0.15,0.99,0.117857
198,44500,"(5, 14, 0, 51)",3,-0.55,"(5, 13, 0, 50)",0,-1.540217,-1.618765,-0.523654,0.15,0.99,0.10881
200,45000,"(5, 14, 0, 1)",3,-20.55,"(5, 13, 0, 0)",1,-3.334073,-5.916462,-17.215927,0.15,0.99,0.099762
203,45500,"(5, 7, 0, 176)",1,0.45,"(5, 8, 0, 175)",0,0.374676,0.408235,0.223727,0.15,0.99,0.08619
205,46000,"(10, 15, 1, 126)",0,0.45,"(9, 15, 1, 125)",0,-0.108175,-0.125724,-0.116995,0.15,0.99,0.077143
207,46500,"(3, 3, 0, 76)",3,-0.55,"(3, 2, 0, 75)",0,-1.936104,-1.990168,-0.360426,0.15,0.99,0.068095
209,47000,"(9, 15, 1, 26)",0,0.45,"(8, 15, 1, 25)",0,-5.87363,-5.546947,2.177886,0.15,0.99,0.059048
212,47500,"(5, 3, 0, 201)",1,-0.55,"(5, 4, 0, 200)",0,-1.838221,-1.836761,0.009731,0.15,0.99,0.05
214,48000,"(3, 12, 0, 151)",3,0.45,"(3, 11, 0, 150)",0,0.486501,0.602943,0.776281,0.15,0.99,0.05
216,48500,"(3, 12, 0, 101)",3,0.45,"(3, 11, 0, 100)",0,0.312395,0.304255,-0.054269,0.15,0.99,0.05
218,49000,"(4, 11, 0, 51)",2,0.45,"(5, 11, 0, 50)",0,-0.325773,-0.318487,0.048578,0.15,0.99,0.05
220,49500,"(9, 15, 1, 1)",0,-19.55,"(8, 15, 1, 0)",1,-5.220718,-7.370111,-14.329282,0.15,0.99,0.05
223,50000,"(1, 1, 0, 176)",0,-1.05,"(1, 1, 0, 175)",0,-1.086085,-1.241956,-1.039139,0.15,0.99,0.05
225,50500,"(4, 11, 0, 126)",2,0.45,"(5, 11, 0, 125)",0,-0.261074,-0.24615,0.099496,0.15,0.99,0.05
227,51000,"(11, 15, 1, 76)",3,-1.05,"(11, 15, 1, 75)",0,-1.765953,-1.920804,-1.03234,0.15,0.99,0.05
229,51500,"(11, 15, 1, 26)",3,-1.05,"(11, 15, 1, 25)",0,-8.857415,-9.001629,-0.961426,0.15,0.99,0.05
232,52000,"(3, 2, 0, 201)",3,-0.55,"(3, 1, 0, 200)",0,-3.20308,-3.192798,0.06855,0.15,0.99,0.05
234,52500,"(1, 4, 0, 151)",1,0.45,"(1, 5, 0, 150)",0,-0.022012,0.259743,1.878365,0.15,0.99,0.05
236,53000,"(4, 11, 0, 101)",2,-1.05,"(4, 11, 0, 100)",0,-0.954461,-1.110529,-1.040455,0.15,0.99,0.05
238,53500,"(8, 15, 1, 51)",0,-4.55,"(7, 15, 1, 50)",0,-4.485449,-4.489489,-0.026935,0.15,0.99,0.05
240,54000,"(5, 13, 1, 1)",0,-19.55,"(5, 12, 1, 0)",1,-3.174928,-5.631189,-16.375072,0.15,0.99,0.05
243,54500,"(5, 11, 0, 176)",1,0.45,"(5, 12, 0, 175)",0,0.35344,0.362538,0.060658,0.15,0.99,0.05
245,55000,"(9, 15, 1, 126)",2,-0.55,"(10, 15, 1, 125)",0,-0.851532,-0.869465,-0.119551,0.15,0.99,0.05
247,55500,"(3, 2, 0, 76)",1,0.45,"(3, 3, 0, 75)",0,-1.676812,-1.669864,0.046324,0.15,0.99,0.05
249,56000,"(5, 11, 0, 26)",1,0.45,"(5, 12, 0, 25)",0,-2.000316,-2.103689,-0.689151,0.15,0.99,0.05
252,56500,"(1, 12, 0, 201)",1,-1.05,"(1, 12, 0, 200)",0,0.408069,0.249957,-1.054081,0.15,0.99,0.05
254,57000,"(5, 11, 0, 151)",1,0.45,"(5, 12, 0, 150)",0,-0.093927,-0.114535,-0.137384,0.15,0.99,0.05
256,57500,"(3, 13, 0, 101)",3,0.45,"(3, 12, 0, 100)",0,0.263142,0.248784,-0.095721,0.15,0.99,0.05
258,58000,"(4, 11, 0, 51)",1,-1.05,"(4, 11, 0, 50)",0,-1.281673,-1.437251,-1.037183,0.15,0.99,0.05
260,58500,"(3, 6, 1, 1)",1,-19.55,"(3, 7, 1, 0)",1,0.070502,-2.872573,-19.620502,0.15,0.99,0.05
263,59000,"(4, 1, 0, 176)",2,-0.55,"(5, 1, 0, 175)",0,-2.11594,-2.118868,-0.019515,0.15,0.99,0.05
265,59500,"(3, 3, 0, 126)",0,0.45,"(2, 3, 0, 125)",0,-2.842004,-2.859103,-0.11399,0.15,0.99,0.05
267,60000,"(2, 15, 1, 76)",0,0.45,"(1, 15, 1, 75)",0,-0.104471,0.022646,0.847446,0.15,0.99,0.05
269,60500,"(6, 3, 0, 26)",3,-1.05,"(6, 3, 0, 25)",0,-2.985662,-3.138683,-1.020143,0.15,0.99,0.05
272,61000,"(5, 3, 0, 201)",1,-0.55,"(5, 4, 0, 200)",0,-2.03199,-2.044956,-0.08644,0.15,0.99,0.05
274,61500,"(5, 11, 0, 151)",1,0.45,"(5, 12, 0, 150)",0,-0.485309,-0.49373,-0.056138,0.15,0.99,0.05
276,62000,"(8, 15, 1, 101)",2,-0.55,"(9, 15, 1, 100)",0,-2.746157,-2.740827,0.035535,0.15,0.99,0.05
278,62500,"(9, 15, 1, 51)",0,-1.05,"(9, 15, 1, 50)",0,-4.961207,-5.111265,-1.000388,0.15,0.99,0.05
280,63000,"(1, 6, 1, 1)",0,-21.05,"(1, 6, 1, 0)",1,-1.542179,-4.468352,-19.507821,0.15,0.99,0.05
283,63500,"(3, 1, 0, 176)",1,0.45,"(3, 2, 0, 175)",0,-2.693233,-2.683782,0.063009,0.15,0.99,0.05
285,64000,"(11, 15, 1, 126)",0,-1.05,"(11, 15, 1, 125)",0,-0.979263,-1.135294,-1.040207,0.15,0.99,0.05
287,64500,"(9, 15, 1, 76)",0,0.45,"(8, 15, 1, 75)",0,-4.897734,-4.911974,-0.094934,0.15,0.99,0.05
289,65000,"(9, 9, 1, 26)",3,-0.55,"(9, 8, 1, 25)",0,0.0,-0.0825,-0.55,0.15,0.99,0.05
292,65500,"(6, 3, 0, 201)",0,0.45,"(5, 3, 0, 200)",0,-2.134988,-2.129762,0.034837,0.15,0.99,0.05
294,66000,"(5, 11, 0, 151)",1,0.45,"(5, 12, 0, 150)",0,-0.95899,-0.962448,-0.023047,0.15,0.99,0.05
296,66500,"(5, 13, 0, 101)",3,-0.55,"(5, 12, 0, 100)",0,-3.144317,-3.162173,-0.119042,0.15,0.99,0.05
298,67000,"(6, 15, 1, 51)",0,0.45,"(5, 15, 1, 50)",0,1.009652,1.064307,0.364366,0.15,0.99,0.05
300,67500,"(12, 11, 1, 1)",2,-19.55,"(13, 11, 1, 0)",1,0.214631,-2.750063,-19.764631,0.15,0.99,0.05
