algorithm,run_label,reward_mode,seed,config_hash,episode,steps,reward,mean_return_100,epsilon,alpha,energy_left,outcome,success,goal_success,energy_exhausted,max_steps_reached,wall_collisions,penalty_entries,door_blocked,door_crossings,key_pickups,slips,mean_abs_td_error,max_abs_td_error,mean_active_traces,max_active_traces,cfg_gamma,cfg_energy_bins,cfg_epsilon_schedule
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,1,225,-11.250000000000025,-11.250000000000025,0.9954761904761905,0.15,0,out_of_energy,0,0,1,0,114,15,0,0,0,33,0.04650871966197916,0.057425000000000004,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,2,225,-11.250000000000025,-11.250000000000025,0.9909523809523809,0.15,0,out_of_energy,0,0,1,0,94,10,0,0,0,40,0.045998522771404954,0.057425000000000004,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,3,225,-11.250000000000025,-11.250000000000023,0.9864285714285714,0.15,0,out_of_energy,0,0,1,0,113,30,0,0,0,44,0.04459761550419745,0.057425000000000004,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,4,225,-11.250000000000025,-11.250000000000025,0.981904761904762,0.15,0,out_of_energy,0,0,1,0,100,3,0,0,0,49,0.044428564303841935,0.06373625000000001,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,5,225,-11.250000000000025,-11.250000000000025,0.9773809523809524,0.15,0,out_of_energy,0,0,1,0,103,5,0,0,0,60,0.04425775255692762,0.06373625000000001,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,6,225,-11.250000000000025,-11.250000000000027,0.9728571428571429,0.15,0,out_of_energy,0,0,1,0,112,4,0,0,0,43,0.039802989115524615,0.0797223597251483,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,7,225,-11.250000000000025,-11.250000000000027,0.9683333333333334,0.15,0,out_of_energy,0,0,1,0,112,12,0,0,0,48,0.043198319636492816,0.06629120708850655,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,8,225,-11.250000000000025,-11.250000000000025,0.9638095238095238,0.15,0,out_of_energy,0,0,1,0,124,5,0,0,0,43,0.04134496901473625,0.057425000000000004,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,9,225,-11.250000000000025,-11.250000000000025,0.9592857142857143,0.15,0,out_of_energy,0,0,1,0,97,7,0,0,0,43,0.04235317454063417,0.06858814953303126,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,10,225,-11.250000000000025,-11.250000000000025,0.9547619047619048,0.15,0,out_of_energy,0,0,1,0,110,0,0,0,0,41,0.0394202884995477,0.07103393465656249,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,11,225,-11.250000000000025,-11.250000000000027,0.9502380952380952,0.15,0,out_of_energy,0,0,1,0,101,16,0,0,0,43,0.0450112702749357,0.057425000000000004,0.0,0.0,0.99,8,linear
q_learning,sparse_eps-linear_seed1,sparse,1,3d29f3ca91,12,225,-11.250000000000025,-11.250000000000027,0.9457142857142857,0.15,0,out_of_energy,0,0,1,0,109,11,0,0,0,47,0.04039426931632224,0.070203425,0.0,0.0,0.99,8,linear
