algorithm,run_label,reward_mode,seed,config_hash,episode,steps,reward,mean_return_100,epsilon,alpha,energy_left,outcome,success,goal_success,energy_exhausted,max_steps_reached,wall_collisions,penalty_entries,door_blocked,door_crossings,key_pickups,slips,mean_abs_td_error,max_abs_td_error,mean_active_traces,max_active_traces,cfg_gamma,cfg_energy_bins,cfg_epsilon_schedule,cfg_replacing_traces
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,1,225,-212.25000000000045,-212.25000000000045,0.998,0.1,0,out_of_energy,0,0,1,0,111,14,0,0,0,52,1.135965206491759,21.05,67.62222222222222,141.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,2,225,-148.74999999999955,-180.5,0.996004,0.1,0,out_of_energy,0,0,1,0,100,5,0,0,0,40,0.8717938042041316,20.449415945000002,64.24,127.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,3,225,-142.7499999999996,-167.91666666666654,0.994011992,0.1,0,out_of_energy,0,0,1,0,100,2,0,0,0,42,0.8387454393854943,26.05,62.11555555555555,124.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,4,225,-216.2500000000009,-180.0000000000001,0.992023968016,0.1,0,out_of_energy,0,0,1,0,115,14,0,0,0,51,1.1546446064539289,19.1154579005,68.7688888888889,138.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,5,225,-161.25000000000003,-176.25000000000009,0.990039920079968,0.1,0,out_of_energy,0,0,1,0,105,6,0,0,0,45,0.9437665120438641,19.489955000000002,65.26666666666667,135.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,6,225,-191.75000000000065,-178.8333333333335,0.9880598402398081,0.1,0,out_of_energy,0,0,1,0,102,12,0,0,0,40,1.035995386030284,19.5355,67.51555555555555,141.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,7,225,-265.7500000000004,-191.25000000000023,0.9860837205593285,0.1,0,out_of_energy,0,0,1,0,120,23,0,0,0,46,1.332621852536104,20.673523218034457,60.51111111111111,121.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,8,225,-143.74999999999955,-185.31250000000014,0.9841115531182099,0.1,0,out_of_energy,0,0,1,0,110,0,0,0,0,49,0.8289436543952658,21.05,64.11111111111111,124.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,9,225,-309.75000000000136,-199.13888888888917,0.9821433300119734,0.1,0,out_of_energy,0,0,1,0,104,35,0,0,0,35,1.538898456229201,20.370835017344,66.64444444444445,129.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,10,225,-193.75000000000063,-198.6000000000003,0.9801790433519495,0.1,0,out_of_energy,0,0,1,0,124,8,0,0,0,53,1.0261445310350759,20.449955,54.81777777777778,110.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,11,225,-230.75000000000082,-201.52272727272765,0.9782186852652456,0.1,0,out_of_energy,0,0,1,0,96,20,0,0,0,38,1.220913011716092,20.55,60.333333333333336,127.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,12,225,-202.25000000000009,-201.58333333333368,0.976262247894715,0.1,0,out_of_energy,0,0,1,0,107,13,0,0,0,37,1.0911619825726462,19.623855083399818,68.98666666666666,139.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,13,225,-194.25000000000034,-201.01923076923111,0.9743097233989256,0.1,0,out_of_energy,0,0,1,0,89,15,0,0,0,54,1.097518918629674,19.55,70.04888888888888,144.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,14,225,-256.25000000000085,-204.9642857142861,0.9723611039521278,0.1,0,out_of_energy,0,0,1,0,117,23,0,0,0,41,1.3605658525929614,21.05,62.51555555555556,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,15,225,-137.74999999999957,-200.48333333333366,0.9704163817442236,0.1,0,out_of_energy,0,0,1,0,90,4,0,0,0,45,0.8225559401760872,25.55,57.053333333333335,119.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,16,225,-179.2499999999998,-199.15625000000028,0.9684755489807352,0.1,0,out_of_energy,0,0,1,0,105,8,0,0,0,46,0.9894992602708852,19.55,68.81333333333333,128.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,17,225,-128.7499999999996,-195.01470588235318,0.9665385978827737,0.1,0,out_of_energy,0,0,1,0,88,2,0,0,0,42,0.7742673698316994,20.02246777950418,64.30666666666667,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,18,225,-161.74999999999986,-193.16666666666688,0.9646055206870082,0.1,0,out_of_energy,0,0,1,0,114,4,0,0,0,47,0.9055534022577686,20.495,58.90222222222222,118.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,19,225,-231.2500000000013,-195.17105263157924,0.9626763096456342,0.1,0,out_of_energy,0,0,1,0,103,21,0,0,0,55,1.3344643534170397,20.7425721305,69.70222222222222,137.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,20,225,-272.2500000000007,-199.02500000000032,0.9607509570263429,0.1,0,out_of_energy,0,0,1,0,97,29,0,0,0,38,1.399840820038849,20.55,67.45777777777778,142.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,21,225,-138.74999999999952,-196.15476190476215,0.9588294551122902,0.1,0,out_of_energy,0,0,1,0,108,0,0,0,0,51,0.8310876684822842,19.584605,63.82222222222222,134.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,22,225,-157.74999999999986,-194.40909090909116,0.9569117962020657,0.1,0,out_of_energy,0,0,1,0,102,5,0,0,0,52,0.9870013363642259,20.445,64.4,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,23,225,-159.24999999999986,-192.88043478260894,0.9549979726096616,0.1,0,out_of_energy,0,0,1,0,103,4,0,0,0,38,0.8956697009372612,21.05,62.208888888888886,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,24,225,-173.25000000000009,-192.06250000000023,0.9530879766644422,0.1,0,out_of_energy,0,0,1,0,127,3,0,0,0,50,0.9702381605148176,19.473219616102835,65.70222222222222,124.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,25,225,-289.7500000000013,-195.97000000000025,0.9511818007111134,0.1,0,out_of_energy,0,0,1,0,102,31,0,0,0,46,1.490674402952375,20.434692649704502,64.08,125.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,26,225,-143.24999999999955,-193.9423076923079,0.9492794371096911,0.1,0,out_of_energy,0,0,1,0,113,0,0,0,0,39,0.7670061002292066,19.275264500000002,59.782222222222224,128.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,27,225,-260.7500000000008,-196.4166666666669,0.9473808782354717,0.1,0,out_of_energy,0,0,1,0,120,22,0,0,0,47,1.2977682200673932,18.413658769752352,65.5111111111111,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,28,225,-187.25000000000054,-196.08928571428598,0.9454861164790007,0.1,0,out_of_energy,0,0,1,0,137,5,0,0,0,38,1.0281809200348888,20.854955,51.48444444444444,113.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,29,225,-196.75000000000003,-196.1120689655175,0.9435951442460427,0.1,0,out_of_energy,0,0,1,0,104,13,0,0,0,39,1.097169606201754,25.461930445128445,64.66666666666667,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,30,225,-138.74999999999957,-194.20000000000024,0.9417079539575507,0.1,0,out_of_energy,0,0,1,0,112,1,0,0,0,39,0.8484224682305641,19.495,65.95111111111112,126.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,31,225,-171.75000000000006,-193.47580645161312,0.9398245380496356,0.1,0,out_of_energy,0,0,1,0,104,7,0,0,0,52,0.9961895251389389,19.560369476,72.91111111111111,139.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,32,225,-285.2500000000013,-196.34375000000028,0.9379448889735363,0.1,0,out_of_energy,0,0,1,0,117,28,0,0,0,37,1.4920158680450086,19.885725070438827,59.89333333333333,117.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,33,225,-193.2500000000006,-196.2500000000003,0.9360689991955893,0.1,0,out_of_energy,0,0,1,0,109,10,0,0,0,54,1.0544555183768292,19.445,63.96,137.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,34,225,-177.25000000000023,-195.69117647058852,0.9341968611971981,0.1,0,out_of_energy,0,0,1,0,113,6,0,0,0,46,0.9683158084328539,20.38071974462771,63.07555555555555,117.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,35,225,-201.75000000000054,-195.864285714286,0.9323284674748037,0.1,0,out_of_energy,0,0,1,0,92,15,0,0,0,45,1.0596470578642252,19.55,73.1511111111111,143.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,36,225,-140.24999999999957,-194.31944444444474,0.930463810539854,0.1,0,out_of_energy,0,0,1,0,109,2,0,0,0,38,0.9181414869392377,19.55,66.44444444444444,120.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,37,225,-241.75000000000085,-195.60135135135167,0.9286028829187744,0.1,0,out_of_energy,0,0,1,0,100,23,0,0,0,36,1.3146190908419466,20.603292849995935,69.52,138.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,38,225,-161.24999999999974,-194.69736842105294,0.9267456771529368,0.1,0,out_of_energy,0,0,1,0,95,7,0,0,0,45,0.9562050678128695,20.710750960773535,74.83555555555556,144.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,39,225,-150.24999999999972,-193.5576923076926,0.9248921857986309,0.1,0,out_of_energy,0,0,1,0,91,6,0,0,0,42,0.9127918942460845,19.370431881629845,66.31555555555556,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,40,225,-181.75000000000034,-193.26250000000027,0.9230424014270336,0.1,0,out_of_energy,0,0,1,0,106,9,0,0,0,44,0.998089946696416,20.425304,61.12,120.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,41,225,-159.2499999999999,-192.43292682926855,0.9211963166241796,0.1,0,out_of_energy,0,0,1,0,89,7,0,0,0,42,0.8828800814580348,20.8505,68.33333333333333,137.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,42,225,-132.2499999999996,-191.00000000000026,0.9193539239909312,0.1,0,out_of_energy,0,0,1,0,97,1,0,0,0,50,0.7719672621555795,19.32650449919149,70.23555555555555,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,43,225,-228.2500000000003,-191.8662790697677,0.9175152161429493,0.1,0,out_of_energy,0,0,1,0,105,19,0,0,0,41,1.2549295868975356,20.228606421353554,59.346666666666664,123.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,44,225,-173.25000000000006,-191.44318181818207,0.9156801857106633,0.1,0,out_of_energy,0,0,1,0,105,9,0,0,0,37,1.0229444240961967,20.300135196648345,80.50666666666666,148.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,45,225,-164.74999999999991,-190.85000000000025,0.913848825339242,0.1,0,out_of_energy,0,0,1,0,94,8,0,0,0,46,0.9781938467018862,20.1423828096206,66.48,126.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,46,225,-226.25000000000077,-191.61956521739154,0.9120211276885636,0.1,0,out_of_energy,0,0,1,0,99,20,0,0,0,42,1.29857476398208,18.234373151918867,64.19111111111111,134.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,47,225,-166.25000000000003,-191.07978723404278,0.9101970854331864,0.1,0,out_of_energy,0,0,1,0,101,8,0,0,0,56,1.0185181270889645,20.868681040836545,64.4888888888889,122.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,48,225,-254.75000000000102,-192.40625000000023,0.9083766912623201,0.1,0,out_of_energy,0,0,1,0,102,25,0,0,0,46,1.4302133641152202,19.472001230337344,72.42666666666666,144.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,49,225,-145.24999999999957,-191.44387755102062,0.9065599378797955,0.1,0,out_of_energy,0,0,1,0,99,3,0,0,0,49,0.9295954934459165,17.4165997549329,63.62222222222222,122.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,50,225,-155.74999999999974,-190.73000000000022,0.9047468180040359,0.1,0,out_of_energy,0,0,1,0,112,3,0,0,0,40,0.8557797825804887,20.28490750072964,60.16444444444444,124.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,51,225,-178.25000000000026,-190.48529411764727,0.9029373243680279,0.1,0,out_of_energy,0,0,1,0,93,12,0,0,0,45,0.996722043445789,18.714569592713737,70.2,138.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,52,225,-168.7499999999999,-190.0673076923079,0.9011314497192918,0.1,0,out_of_energy,0,0,1,0,118,6,0,0,0,39,0.9428313965196097,20.934605,63.22666666666667,124.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,53,225,-389.75000000000136,-193.8349056603776,0.8993291868198532,0.1,0,out_of_energy,0,0,1,0,106,50,0,0,0,52,1.9478757547303045,20.5455,71.56888888888889,133.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,54,225,-293.2500000000016,-195.6759259259262,0.8975305284462135,0.1,0,out_of_energy,0,0,1,0,111,30,0,0,0,44,1.4558392641620255,23.43697609994728,66.24,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,55,225,-151.24999999999966,-194.86818181818208,0.8957354673893211,0.1,0,out_of_energy,0,0,1,0,101,4,0,0,0,47,0.8718516170150327,19.40225999146699,67.61333333333333,129.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,56,225,-219.2500000000011,-195.3035714285717,0.8939439964545425,0.1,0,out_of_energy,0,0,1,0,77,23,0,0,0,51,1.252425663618752,18.831676548097057,86.89777777777778,163.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,57,225,-167.25,-194.81140350877217,0.8921561084616334,0.1,0,out_of_energy,0,0,1,0,109,7,0,0,0,47,0.9889204838896228,19.338136924428145,66.2311111111111,127.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,58,225,-151.2499999999997,-194.06034482758645,0.8903717962447101,0.1,0,out_of_energy,0,0,1,0,101,4,0,0,0,44,0.9568158897806895,20.3505,64.96444444444444,128.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,59,225,-225.2500000000013,-194.58898305084773,0.8885910526522206,0.1,0,out_of_energy,0,0,1,0,105,19,0,0,0,53,1.299374337127942,19.036041689427528,63.54222222222222,121.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,60,225,-147.74999999999952,-193.8083333333336,0.8868138705469162,0.1,0,out_of_energy,0,0,1,0,122,0,0,0,0,38,0.8443974906225743,19.007841314972488,60.92444444444445,129.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,61,225,-119.7499999999996,-192.59426229508225,0.8850402428058224,0.1,0,out_of_energy,0,0,1,0,82,2,0,0,0,62,0.7598069845340283,21.187313341482707,60.38666666666666,120.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,62,225,-206.25000000000097,-192.81451612903254,0.8832701623202107,0.1,0,out_of_energy,0,0,1,0,99,16,0,0,0,42,1.1370644530000884,19.282652451996828,66.68888888888888,134.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,63,225,-137.7499999999996,-191.9404761904765,0.8815036219955703,0.1,0,out_of_energy,0,0,1,0,98,2,0,0,0,36,0.8248406270296318,19.760438513808303,58.284444444444446,108.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,64,225,-174.7499999999999,-191.67187500000023,0.8797406147515792,0.1,0,out_of_energy,0,0,1,0,88,12,0,0,0,33,1.0828505029034667,18.697978538794843,66.77777777777777,127.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,65,225,-158.74999999999977,-191.16538461538485,0.877981133522076,0.1,0,out_of_energy,0,0,1,0,102,6,0,0,0,42,0.9117768153801151,18.92760472821752,61.13777777777778,121.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,66,225,-161.7499999999999,-190.7196969696972,0.8762251712550319,0.1,0,out_of_energy,0,0,1,0,108,5,0,0,0,39,0.9466861417591963,18.394326099792128,78.49777777777778,148.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,67,225,-159.24999999999991,-190.25000000000023,0.8744727209125218,0.1,0,out_of_energy,0,0,1,0,95,7,0,0,0,41,0.8899476324611206,17.966951494785825,64.01333333333334,126.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,68,225,-132.24999999999955,-189.39705882352962,0.8727237754706968,0.1,0,out_of_energy,0,0,1,0,99,2,0,0,0,49,0.8725816756553675,17.40432323198533,60.977777777777774,128.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,69,225,-138.74999999999957,-188.66304347826107,0.8709783279197554,0.1,0,out_of_energy,0,0,1,0,108,2,0,0,0,41,0.8957446410935365,19.35223045624946,58.60444444444445,112.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,70,225,-211.2500000000009,-188.9857142857145,0.8692363712639158,0.1,0,out_of_energy,0,0,1,0,109,16,0,0,0,45,1.2440985832899358,19.859491564912254,67.15555555555555,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,71,225,-195.75000000000074,-189.08098591549316,0.867497898521388,0.1,0,out_of_energy,0,0,1,0,106,13,0,0,0,52,1.1561507744500135,20.238982979380445,69.73777777777778,129.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,72,225,-269.2500000000002,-190.19444444444468,0.8657629027243453,0.1,0,out_of_energy,0,0,1,0,103,30,0,0,0,43,1.426902618338506,20.449955,73.85777777777778,135.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,73,225,-142.7499999999996,-189.54452054794544,0.8640313769188966,0.1,0,out_of_energy,0,0,1,0,96,4,0,0,0,48,0.9418355008388115,18.988783495293365,71.05333333333333,141.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,74,225,-159.74999999999986,-189.1418918918921,0.8623033141650589,0.1,0,out_of_energy,0,0,1,0,102,6,0,0,0,47,0.8956902030414388,17.694253934707547,65.22666666666667,130.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,75,225,-121.24999999999959,-188.23666666666688,0.8605787075367288,0.1,0,out_of_energy,0,0,1,0,95,1,0,0,0,40,0.8158397766514328,18.353159882362604,60.25333333333333,115.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,76,225,-225.7500000000003,-188.73026315789494,0.8588575501216553,0.1,0,out_of_energy,0,0,1,0,90,21,0,0,0,41,1.2491456153047549,19.44857438738638,70.57777777777778,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,77,225,-223.2500000000013,-189.17857142857167,0.857139835021412,0.1,0,out_of_energy,0,0,1,0,101,19,0,0,0,39,1.2339675973579778,17.127968950984236,71.30666666666667,143.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,78,225,-123.74999999999959,-188.33974358974382,0.8554255553513692,0.1,0,out_of_energy,0,0,1,0,94,0,0,0,0,48,0.7092407302081685,18.695108554198757,68.2088888888889,130.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,79,225,-182.75000000000065,-188.26898734177237,0.8537147042406664,0.1,0,out_of_energy,0,0,1,0,106,11,0,0,0,51,1.0465872916862138,19.650031782858434,64.63111111111111,122.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,80,225,-145.24999999999957,-187.73125000000022,0.8520072748321851,0.1,0,out_of_energy,0,0,1,0,95,4,0,0,0,37,0.8679213513329541,17.905700885734664,72.96,134.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,81,225,-220.25000000000097,-188.13271604938294,0.8503032602825207,0.1,0,out_of_energy,0,0,1,0,91,20,0,0,0,59,1.307174058434285,19.556212852907024,65.50666666666666,135.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,82,225,-127.74999999999963,-187.39634146341484,0.8486026537619556,0.1,0,out_of_energy,0,0,1,0,88,2,0,0,0,46,0.7740142946211349,19.652076414821344,67.61777777777777,135.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,83,225,-257.25000000000085,-188.23795180722914,0.8469054484544317,0.1,0,out_of_energy,0,0,1,0,103,24,0,0,0,39,1.3198005628035905,21.05,71.72888888888889,141.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,84,225,-130.2499999999996,-187.54761904761926,0.8452116375575228,0.1,0,out_of_energy,0,0,1,0,99,0,0,0,0,46,0.7865309970970609,19.882089701508814,78.47111111111111,145.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,85,225,-171.25000000000003,-187.3558823529414,0.8435212142824078,0.1,0,out_of_energy,0,0,1,0,103,9,0,0,0,35,0.984425875259411,19.17240183033074,66.63555555555556,131.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,86,225,-120.24999999999957,-186.57558139534905,0.841834171853843,0.1,0,out_of_energy,0,0,1,0,98,4,0,0,1,45,0.9149813773250839,19.55,79.73777777777778,155.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,87,225,-118.2499999999996,-185.79022988505767,0.8401505035101353,0.1,0,out_of_energy,0,0,1,0,95,1,0,0,0,46,0.7969159972211441,20.9746109405,72.12,141.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,88,225,-150.24999999999966,-185.38636363636385,0.838470202503115,0.1,0,out_of_energy,0,0,1,0,93,6,0,0,0,38,0.9205818014307405,19.387204082970214,68.33333333333333,132.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,89,225,-188.75000000000043,-185.424157303371,0.8367932620981088,0.1,0,out_of_energy,0,0,1,0,96,13,0,0,0,43,1.09568815858987,21.16011966303098,64.49333333333334,120.0,0.99,8,exponential,True
sarsa_lambda,sweep_shaped_lam0.0_seed3,shaped,3,4a77b6e251,90,225,-183.75000000000043,-185.40555555555576,0.8351196755739125,0.1,0,out_of_energy,0,0,1,0,84,14,0,0,0,40,1.1186364365025547,17.76349847979057,71.20444444444445,135.0,0.99,8,exponential,True
