algorithm,reward_mode,seed,label,episodes,success_rate,key_rate,mean_return,std_return,mean_steps,mean_steps_when_solved,mean_energy_left,mean_wall_collisions,mean_penalty_entries,episodes_to_threshold,late_eval_success_std,late_return_std,memory_kilobytes,train_seconds,gamma,iterations,bellman_residual
value_iteration,sparse,,sparse_gamma0.9,0,1.0,1.0,104.052,0.33763293678194195,118.96,118.96,106.04,20.6,4.22,,,,548.2,0.023877199999333243,0.9,225,7.105427357601002e-15
value_iteration,sparse,,sparse_gamma0.95,0,1.0,1.0,104.052,0.33763293678194195,118.96,118.96,106.04,20.6,4.22,,,,548.2,0.02401800000006915,0.95,225,1.4210854715202004e-14
value_iteration,sparse,,sparse_gamma0.99,0,1.0,1.0,104.052,0.33763293678194195,118.96,118.96,106.04,20.6,4.22,,,,548.2,0.025942700000086916,0.99,225,1.4210854715202004e-14
value_iteration,shaped,,shaped_gamma0.9,0,0.0,0.0,-55.16000000000004,5.269430709289116,225.0,,0.0,26.54,0.0,,,,548.2,0.027341099999830476,0.9,225,7.105427357601002e-15
value_iteration,shaped,,shaped_gamma0.95,0,1.0,1.0,109.00099999999999,10.859371482733238,133.58,133.58,91.42,23.42,3.08,,,,548.2,0.0238257999999405,0.95,225,1.4210854715202004e-14
value_iteration,shaped,,shaped_gamma0.99,0,1.0,1.0,107.05899999999998,8.317461692126994,119.22,119.22,105.78,20.38,4.22,,,,548.2,0.023933499999657215,0.99,225,1.4210854715202004e-14
